risk_level,repo_domain,candidate_type,primary_service,branch_type,workflow_kind,hour,day_of_week,is_weekend,is_friday,is_off_hours,is_deployment_intent,run_attempt,commit_age_hours,commit_parent_count,additions,deletions,code_churn,changed_files,file_extension_entropy,service_area_count,service_criticality,is_database_migration,is_infrastructure_change,is_dependency_change,is_config_change,is_security_change,is_test_change,test_to_source_file_ratio,is_docs_only,has_lockfile_change,is_hotfix,is_revert,is_breaking_change,deployments_7d,deployments_30d,recent_change_velocity_7d,past_failed_runs_7d,past_failure_rate_30d,past_incidents_14d,past_rollbacks_30d,time_since_last_deployment_hours,actor_prior_deployments,actor_prior_failure_rate,service_deployments_30d,service_incident_rate_30d,on_call_available,expected_on_call_response_minutes,on_call_load_24h
Low,runtime,mainline_delivery_proxy,documentation,main,other,8,0,0,0,0,0,1,0.9930555555555556,1,7,8,15,1,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,43,43,1293.0,1,0.023255813953488372,26,5,0.9108333333333334,9.0,0.0,7,0.2857142857142857,1,42.0,43
Low,runtime,mainline_delivery_proxy,shared_platform,main,quality,8,0,0,0,0,0,1,0.0011111111111111111,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,44,44,1308.0,1,0.022727272727272728,26,5,0.057777777777777775,27.0,0.037037037037037035,36,0.6666666666666666,1,42.0,44
Low,runtime,mainline_delivery_proxy,shared_platform,main,build,8,0,0,0,0,0,1,0.0011111111111111111,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,45,45,1468.0,1,0.022222222222222223,26,5,0.0,28.0,0.03571428571428571,37,0.6486486486486487,1,42.0,45
Low,runtime,mainline_delivery_proxy,shared_platform,main,verification,8,0,0,0,0,0,1,0.0011111111111111111,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,46,46,1628.0,1,0.021739130434782608,27,5,0.0,29.0,0.034482758620689655,38,0.6578947368421053,1,42.0,46
Low,runtime,mainline_delivery_proxy,shared_platform,main,verification,8,0,0,0,0,0,1,0.0011111111111111111,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,47,47,1788.0,1,0.02127659574468085,28,6,0.0,30.0,0.03333333333333333,39,0.6666666666666666,1,42.0,47
Low,runtime,mainline_delivery_proxy,shared_platform,main,other,8,0,0,0,0,0,1,0.0011111111111111111,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,48,48,1948.0,1,0.020833333333333332,29,6,0.0,31.0,0.03225806451612903,40,0.675,1,42.0,48
Medium,runtime,mainline_delivery_proxy,shared_platform,main,quality,8,0,0,0,0,0,1,0.0011111111111111111,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,49,49,2108.0,1,0.02040816326530612,29,6,0.0,32.0,0.03125,41,0.6585365853658537,0,132.6,49
Low,runtime,mainline_delivery_proxy,shared_platform,main,other,8,0,0,0,0,0,1,0.0011111111111111111,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,50,50,2268.0,1,0.02,29,6,0.0,33.0,0.030303030303030304,42,0.6428571428571429,1,42.0,50
Low,runtime,mainline_delivery_proxy,shared_platform,main,verification,8,0,0,0,0,0,1,0.0011111111111111111,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,51,51,2428.0,1,0.0196078431372549,30,7,0.0,34.0,0.029411764705882353,43,0.6511627906976745,1,42.0,51
Low,runtime,mainline_delivery_proxy,shared_platform,main,other,8,0,0,0,0,0,1,0.0011111111111111111,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,52,52,2588.0,1,0.019230769230769232,31,8,0.0,35.0,0.02857142857142857,44,0.6590909090909091,1,42.0,52
Low,runtime,mainline_delivery_proxy,shared_platform,main,verification,8,0,0,0,0,0,1,0.001388888888888889,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,53,53,2748.0,1,0.018867924528301886,32,8,0.0002777777777777778,36.0,0.027777777777777776,45,0.6666666666666666,1,42.0,53
Medium,data-platform,mainline_delivery_proxy,documentation,main,other,8,0,0,0,0,0,1,0.0011111111111111111,1,156,0,156,3,0.9183,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,100,100,43304.0,9,0.09,73,40,0.2841666666666667,5.0,0.0,26,0.5769230769230769,1,42.0,76
Medium,data-platform,mainline_delivery_proxy,documentation,main,other,8,0,0,0,0,0,1,0.0011111111111111111,1,156,0,156,3,0.9183,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,101,101,43460.0,9,0.0891089108910891,74,40,0.0,6.0,0.0,27,0.5925925925925926,0,111.11,77
Medium,data-platform,mainline_delivery_proxy,documentation,main,other,8,0,0,0,0,0,1,0.0011111111111111111,1,156,0,156,3,0.9183,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,102,102,43616.0,9,0.08823529411764706,75,40,0.0,7.0,0.0,28,0.6071428571428571,1,42.0,78
Low,delivery-platform,mainline_delivery_proxy,infrastructure,main,other,9,0,0,0,0,0,1,21.220833333333335,1,2,2,4,2,-0.0,2,4,0,1,0,0,0,0,0.0,1,0,0,0,0,127,127,8909.0,6,0.047244094488188976,82,31,5.859166666666667,27.0,0.037037037037037035,16,0.6875,1,42.0,28
High,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,9,0,0,0,0,0,1,0.0008333333333333334,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,128,128,8913.0,6,0.046875,83,31,0.06694444444444445,1.0,0.0,68,0.6470588235294118,1,42.0,29
High,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,9,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,129,129,8915.0,6,0.046511627906976744,84,32,0.0002777777777777778,37.0,0.02702702702702703,69,0.6521739130434783,0,121.66,30
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,9,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,130,130,8917.0,6,0.046153846153846156,85,33,0.0,38.0,0.02631578947368421,70,0.6571428571428571,1,42.0,31
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,9,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,131,131,8919.0,6,0.04580152671755725,86,34,0.0,39.0,0.02564102564102564,71,0.6619718309859155,1,42.0,32
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,9,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,132,132,8921.0,6,0.045454545454545456,87,34,0.0,40.0,0.025,72,0.6666666666666666,1,42.0,33
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,9,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,133,133,8923.0,6,0.045112781954887216,88,34,0.0,41.0,0.024390243902439025,73,0.6712328767123288,0,121.02,34
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,9,0,0,0,0,0,1,0.0011111111111111111,1,69,13,82,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,1,103,103,43772.0,9,0.08737864077669903,76,40,0.76,5.0,0.0,29,0.8620689655172413,1,42.0,75
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,9,0,0,0,0,0,1,0.0011111111111111111,1,69,13,82,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,1,104,104,43854.0,9,0.08653846153846154,77,40,0.0,6.0,0.0,30,0.8666666666666667,1,42.0,76
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,9,0,0,0,0,0,1,0.0011111111111111111,1,69,13,82,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,1,105,105,43936.0,9,0.08571428571428572,78,40,0.0,7.0,0.0,31,0.8709677419354839,1,42.0,77
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,9,0,0,0,0,0,1,0.0011111111111111111,1,5,1,6,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,106,106,44018.0,9,0.08490566037735849,79,41,0.04861111111111111,50.0,0.18,32,0.875,1,42.0,78
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,9,0,0,0,0,0,1,0.0011111111111111111,1,5,1,6,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,107,107,44024.0,9,0.08411214953271028,80,42,0.0,51.0,0.17647058823529413,33,0.8787878787878788,1,42.0,79
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,9,0,0,0,0,0,1,0.001388888888888889,1,5,1,6,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,108,108,44030.0,9,0.08333333333333333,81,42,0.0002777777777777778,52.0,0.17307692307692307,34,0.8823529411764706,0,122.98,80
Low,runtime,mainline_delivery_proxy,shared_platform,main,other,9,0,0,0,0,0,1,1.1316666666666666,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,54,54,2908.0,1,0.018518518518518517,33,8,1.1302777777777777,10.0,0.0,46,0.6739130434782609,1,42.0,54
Low,observability,mainline_delivery_proxy,shared_platform,main,quality,10,0,0,0,0,0,1,0.0011111111111111111,2,4,1,5,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,99,99,12690.0,7,0.0707070707070707,55,23,6.245277777777778,17.0,0.11764705882352941,62,0.6290322580645161,1,42.0,11
High,observability,mainline_delivery_proxy,shared_platform,main,verification,10,0,0,0,0,0,1,0.0011111111111111111,2,4,1,5,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,100,100,12695.0,7,0.07,56,23,0.0,18.0,0.1111111111111111,63,0.6349206349206349,1,42.0,12
Medium,observability,mainline_delivery_proxy,shared_platform,main,build,10,0,0,0,0,0,1,0.0011111111111111111,2,4,1,5,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,101,101,12700.0,7,0.06930693069306931,57,23,0.0,19.0,0.10526315789473684,64,0.640625,1,42.0,13
Medium,observability,mainline_delivery_proxy,shared_platform,main,verification,10,0,0,0,0,0,1,0.001388888888888889,2,4,1,5,1,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,102,102,12705.0,7,0.06862745098039216,58,24,0.0002777777777777778,20.0,0.1,65,0.6461538461538462,0,138.02,14
Low,runtime,mainline_delivery_proxy,shared_platform,main,verification,10,0,0,0,0,0,1,1.345,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,55,55,3068.0,1,0.01818181818181818,34,8,0.21333333333333335,11.0,0.0,47,0.6808510638297872,1,42.0,55
Low,data-platform,mainline_delivery_proxy,shared_platform,main,verification,10,0,0,0,0,0,1,0.4525,1,5,1,6,1,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,109,109,44036.0,9,0.08256880733944955,82,43,0.45111111111111113,53.0,0.16981132075471697,35,0.8857142857142857,1,42.0,81
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,10,0,0,0,0,0,1,0.0008333333333333334,1,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,134,134,8925.0,6,0.04477611940298507,89,35,1.1025,19.0,0.10526315789473684,74,0.6756756756756757,1,42.0,35
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,10,0,0,0,0,0,1,0.0011111111111111111,1,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,135,135,8931.0,6,0.044444444444444446,90,35,0.0002777777777777778,20.0,0.1,75,0.68,1,42.0,36
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,10,0,0,0,0,0,1,0.0011111111111111111,1,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,136,136,8937.0,6,0.04411764705882353,90,35,0.0,21.0,0.09523809523809523,76,0.6710526315789473,1,42.0,37
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,quality,10,0,0,0,0,0,1,0.0011111111111111111,1,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,137,137,8943.0,6,0.043795620437956206,91,36,0.0,22.0,0.09090909090909091,77,0.6753246753246753,1,42.0,38
High,delivery-platform,mainline_delivery_proxy,shared_platform,main,verification,10,0,0,0,0,0,1,0.0011111111111111111,1,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,138,138,8949.0,6,0.043478260869565216,91,36,0.0,23.0,0.08695652173913043,78,0.6666666666666666,0,124.65,39
Low,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,10,0,0,0,0,0,1,0.001388888888888889,1,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,139,139,8955.0,6,0.04316546762589928,92,37,0.0002777777777777778,24.0,0.08333333333333333,79,0.6708860759493671,1,42.0,40
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,10,0,0,0,0,0,1,0.0016666666666666668,1,41,1,42,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,110,110,44042.0,9,0.08181818181818182,82,43,0.025833333333333333,0.0,0.0,36,0.8611111111111112,1,42.0,82
Low,data-platform,mainline_delivery_proxy,shared_platform,main,other,10,0,0,0,0,0,1,0.0016666666666666668,1,41,1,42,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,111,111,44084.0,9,0.08108108108108109,83,44,0.0,1.0,0.0,37,0.8648648648648649,1,42.0,83
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,10,0,0,0,0,0,1,0.0019444444444444444,1,41,1,42,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,112,112,44126.0,9,0.08035714285714286,84,44,0.0002777777777777778,2.0,0.0,38,0.868421052631579,1,42.0,84
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,10,0,0,0,0,0,1,0.0175,1,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,140,140,8961.0,6,0.04285714285714286,93,38,0.01611111111111111,8.0,0.0,80,0.675,1,42.0,41
Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,10,0,0,0,0,0,1,1.7116666666666667,1,82,78,160,5,0.7219,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,56,56,3228.0,1,0.017857142857142856,34,8,0.36666666666666664,12.0,0.0,48,0.6666666666666666,0,140.05,56
Low,runtime,mainline_delivery_proxy,api_backend,main,verification,10,0,0,0,0,0,1,0.0011111111111111111,1,11,11,22,8,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,57,57,3388.0,1,0.017543859649122806,35,8,0.021944444444444444,13.0,0.0,0,0.0,1,42.0,57
Low,runtime,mainline_delivery_proxy,api_backend,main,verification,10,0,0,0,0,0,1,0.0011111111111111111,1,11,11,22,8,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,58,58,3410.0,1,0.017241379310344827,35,8,0.0,14.0,0.0,1,0.0,0,123.14,58
Low,runtime,mainline_delivery_proxy,api_backend,main,quality,10,0,0,0,0,0,1,0.0011111111111111111,1,11,11,22,8,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,59,59,3432.0,1,0.01694915254237288,36,8,0.0,15.0,0.0,2,0.5,1,42.0,59
Low,runtime,mainline_delivery_proxy,api_backend,main,quality,10,0,0,0,0,0,1,0.0011111111111111111,1,11,11,22,8,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,60,60,3454.0,1,0.016666666666666666,37,8,0.0,16.0,0.0,3,0.6666666666666666,1,42.0,60
Low,runtime,mainline_delivery_proxy,api_backend,main,other,10,0,0,0,0,0,1,0.0011111111111111111,1,11,11,22,8,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,61,61,3476.0,1,0.01639344262295082,38,8,0.0,17.0,0.0,4,0.75,1,42.0,61
High,data-platform,mainline_delivery_proxy,api_backend,main,other,10,0,0,0,0,0,1,0.0011111111111111111,1,1948,194,2142,23,1.1732,3,4,0,1,1,1,0,1,1.3333,0,0,0,0,0,113,113,44168.0,9,0.07964601769911504,85,44,0.7505555555555555,4.0,0.0,3,0.3333333333333333,1,42.0,85
High,data-platform,mainline_delivery_proxy,api_backend,main,other,10,0,0,0,0,0,1,0.0011111111111111111,1,1948,194,2142,23,1.1732,3,4,0,1,1,1,0,1,1.3333,0,0,0,0,0,114,114,46310.0,9,0.07894736842105263,85,44,0.0,5.0,0.0,4,0.25,0,133.56,86
High,data-platform,mainline_delivery_proxy,api_backend,main,other,10,0,0,0,0,0,1,0.0011111111111111111,1,1948,194,2142,23,1.1732,3,4,0,1,1,1,0,1,1.3333,0,0,0,0,0,115,115,48452.0,9,0.0782608695652174,86,44,0.0,6.0,0.0,5,0.4,0,113.76,87
High,data-platform,mainline_delivery_proxy,api_backend,main,other,10,0,0,0,0,0,1,0.001388888888888889,1,1948,194,2142,23,1.1732,3,4,0,1,1,1,0,1,1.3333,0,0,0,0,0,116,116,50594.0,9,0.07758620689655173,87,45,0.0002777777777777778,16.0,0.0,6,0.5,1,42.0,88
Medium,delivery-platform,mainline_delivery_proxy,shared_platform,main,other,11,0,0,0,0,0,1,0.7858333333333334,1,3,3,6,2,1.0,1,3,0,0,1,0,0,0,0.0,0,1,0,0,0,141,141,8967.0,6,0.0425531914893617,93,38,0.7683333333333333,28.0,0.03571428571428571,81,0.6666666666666666,0,107.36,41
Low,runtime,mainline_delivery_proxy,api_backend,main,other,11,0,0,0,0,0,1,0.5747222222222222,1,11,11,22,8,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,62,62,3498.0,1,0.016129032258064516,39,8,0.5736111111111111,18.0,0.0,5,0.8,1,42.0,62
Medium,runtime,mainline_delivery_proxy,shared_platform,main,quality,11,0,0,0,0,0,1,0.0008333333333333334,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,63,63,3520.0,1,0.015873015873015872,39,8,0.07138888888888889,37.0,0.02702702702702703,49,0.673469387755102,1,42.0,63
Low,runtime,mainline_delivery_proxy,shared_platform,main,quality,11,0,0,0,0,0,1,0.0008333333333333334,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,64,64,3529.0,1,0.015625,40,8,0.0,38.0,0.02631578947368421,50,0.68,1,42.0,64
Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,11,0,0,0,0,0,1,0.0008333333333333334,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,65,65,3538.0,1,0.015384615384615385,40,8,0.0,39.0,0.02564102564102564,51,0.6666666666666666,0,115.36,65
Medium,runtime,mainline_delivery_proxy,shared_platform,main,build,11,0,0,0,0,0,1,0.0008333333333333334,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,66,66,3547.0,1,0.015151515151515152,41,9,0.0,40.0,0.025,52,0.6730769230769231,0,134.3,66
Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,11,0,0,0,0,0,1,0.0011111111111111111,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,67,67,3556.0,1,0.014925373134328358,42,10,0.0002777777777777778,41.0,0.024390243902439025,53,0.6792452830188679,1,42.0,67
Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,11,0,0,0,0,0,1,0.0011111111111111111,1,2,7,9,3,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,68,68,3565.0,1,0.014705882352941176,42,10,0.0,42.0,0.023809523809523808,54,0.6666666666666666,0,112.09,68
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,11,0,0,0,0,0,1,0.0011111111111111111,1,124,0,124,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,117,117,52736.0,9,0.07692307692307693,88,46,0.4438888888888889,0.0,0.0,39,0.8717948717948718,1,42.0,86
Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,11,0,0,0,0,0,1,0.0011111111111111111,1,124,0,124,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,118,118,52860.0,9,0.07627118644067797,89,46,0.0,1.0,0.0,40,0.875,1,42.0,87
Low,data-platform,mainline_delivery_proxy,shared_platform,main,other,11,0,0,0,0,0,1,0.0011111111111111111,1,124,0,124,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,119,119,52984.0,9,0.07563025210084033,89,46,0.0,2.0,0.0,41,0.8536585365853658,1,42.0,88
Medium,delivery-platform,mainline_delivery_proxy,identity_security,main,other,12,0,0,0,0,0,1,0.0008333333333333334,1,6,6,12,6,0.65,2,5,0,0,0,1,1,1,1.5,0,0,0,0,0,142,142,8973.0,6,0.04225352112676056,94,38,1.2683333333333333,42.0,0.023809523809523808,23,0.6086956521739131,1,42.0,20
Medium,delivery-platform,mainline_delivery_proxy,identity_security,main,verification,12,0,0,0,0,0,1,0.0011111111111111111,1,6,6,12,6,0.65,2,5,0,0,0,1,1,1,1.5,0,0,0,0,0,143,143,8985.0,6,0.04195804195804196,95,38,0.0002777777777777778,43.0,0.023255813953488372,24,0.625,1,42.0,21
High,delivery-platform,mainline_delivery_proxy,identity_security,main,quality,12,0,0,0,0,0,1,0.0011111111111111111,1,6,6,12,6,0.65,2,5,0,0,0,1,1,1,1.5,0,0,0,0,0,144,144,8997.0,7,0.04861111111111111,96,39,0.0,44.0,0.045454545454545456,25,0.64,1,42.0,22
Medium,delivery-platform,mainline_delivery_proxy,identity_security,main,quality,12,0,0,0,0,0,1,0.0011111111111111111,1,6,6,12,6,0.65,2,5,0,0,0,1,1,1,1.5,0,0,0,0,0,145,145,9009.0,7,0.04827586206896552,96,39,0.0,45.0,0.044444444444444446,26,0.6153846153846154,1,42.0,23
High,delivery-platform,mainline_delivery_proxy,identity_security,main,quality,12,0,0,0,0,0,1,0.0011111111111111111,1,6,6,12,6,0.65,2,5,0,0,0,1,1,1,1.5,0,0,0,0,0,146,146,9021.0,7,0.04794520547945205,97,40,0.0,46.0,0.043478260869565216,27,0.6296296296296297,1,42.0,24
High,delivery-platform,mainline_delivery_proxy,identity_security,main,other,12,0,0,0,0,0,1,0.0011111111111111111,1,6,6,12,6,0.65,2,5,0,0,0,1,1,1,1.5,0,0,0,0,0,147,147,9033.0,7,0.047619047619047616,98,41,0.0,47.0,0.0425531914893617,28,0.6428571428571429,1,42.0,25
Low,infrastructure,mainline_delivery_proxy,database,main,verification,12,0,0,0,0,0,1,0.0011111111111111111,1,64,21,85,8,-0.0,1,5,1,0,0,0,0,0,0.0,0,0,0,0,0,47,80,10981.0,0,0.05,49,25,9.783333333333333,22.0,0.13636363636363635,4,0.75,1,21.0,1
High,infrastructure,mainline_delivery_proxy,database,main,build,12,0,0,0,0,0,1,0.0011111111111111111,1,64,21,85,8,-0.0,1,5,1,0,0,0,0,0,0.0,0,0,0,0,0,48,81,11066.0,0,0.04938271604938271,50,26,0.0,23.0,0.13043478260869565,5,0.8,1,24.0,2
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,13,0,0,0,0,0,1,2.901666666666667,1,16,34,50,5,0.7219,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,720.0,0.0,0.0,0,0.0,1,18.0,0
Low,developer-tools,mainline_delivery_proxy,frontend,main,other,13,0,0,0,0,0,1,0.001388888888888889,1,128,21,149,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,1,1,50.0,1,1.0,0,0,0.31527777777777777,0.0,0.0,1,0.0,1,21.0,1
Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,13,0,0,0,0,0,1,0.001388888888888889,1,128,21,149,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,2,2,199.0,1,0.5,0,0,0.0,1.0,0.0,2,0.0,1,24.0,2
Medium,developer-tools,mainline_delivery_proxy,api_backend,main,other,14,0,0,0,0,0,1,0.0019444444444444444,1,171,42,213,11,-0.0,2,4,0,0,0,0,0,1,0.2222,0,0,0,0,0,3,3,348.0,1,0.3333333333333333,1,0,0.7858333333333334,0.0,0.0,0,0.0,0,107.27,3
Low,developer-tools,mainline_delivery_proxy,api_backend,main,other,14,0,0,0,0,0,1,0.0022222222222222222,1,171,42,213,11,-0.0,2,4,0,0,0,0,0,1,0.2222,0,0,0,0,0,4,4,561.0,1,0.25,2,0,0.0002777777777777778,1.0,0.0,1,1.0,1,30.0,4
Low,developer-tools,mainline_delivery_proxy,api_backend,main,verification,14,0,0,0,0,0,1,0.0030555555555555557,1,171,42,213,11,-0.0,2,4,0,0,0,0,0,1,0.2222,0,0,0,0,0,5,5,774.0,1,0.2,2,0,0.0008333333333333334,2.0,0.0,2,0.5,1,33.0,5
Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,verification,14,0,0,0,0,0,1,0.001388888888888889,1,14,7,21,2,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,6,6,987.0,1,0.16666666666666666,3,0,0.011944444444444445,3.0,0.0,0,0.0,1,36.0,6
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,other,14,0,0,0,0,0,1,0.001388888888888889,1,14,7,21,2,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,7,7,1008.0,1,0.14285714285714285,3,0,0.0,4.0,0.0,1,0.0,1,39.0,7
Low,developer-tools,mainline_delivery_proxy,shared_platform,main,other,14,0,0,0,0,0,1,0.001388888888888889,1,14,7,21,2,-0.0,1,3,0,0,0,1,0,0,0.0,0,0,0,0,0,8,8,1029.0,1,0.125,3,0,0.0,5.0,0.0,2,0.0,1,42.0,8
Low,developer-tools,mainline_delivery_proxy,frontend,release,other,14,0,0,0,0,0,1,0.001388888888888889,1,11,8,19,1,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,9,9,1050.0,1,0.1111111111111111,4,0,0.07138888888888889,0.0,0.0,3,0.3333333333333333,1,42.0,9
Low,developer-tools,mainline_delivery_proxy,frontend,release,verification,14,0,0,0,0,0,1,0.001388888888888889,1,11,8,19,1,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,10,10,1069.0,1,0.1,4,0,0.0,1.0,0.0,4,0.25,1,42.0,10
Medium,data-platform,mainline_delivery_proxy,identity_security,main,other,14,0,0,0,0,0,1,0.001388888888888889,1,70,2,72,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,0,120,120,53108.0,9,0.075,89,46,3.0341666666666667,0.0,0.0,4,1.0,1,42.0,88
High,data-platform,mainline_delivery_proxy,identity_security,main,other,14,0,0,0,0,0,1,0.0016666666666666668,1,70,2,72,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,0,121,121,53180.0,9,0.0743801652892562,90,47,0.0002777777777777778,1.0,0.0,5,1.0,1,42.0,89
High,data-platform,mainline_delivery_proxy,identity_security,main,other,14,0,0,0,0,0,1,0.0016666666666666668,1,70,2,72,2,-0.0,1,5,0,0,0,0,1,1,1.0,0,0,0,0,0,122,122,53252.0,9,0.07377049180327869,91,47,0.0,2.0,0.0,6,1.0,1,42.0,90
