deployment_id,deployment_timestamp,split,risk_level,repo_domain,candidate_type,primary_service,branch_type,workflow_kind,hour,day_of_week,is_weekend,is_friday,is_off_hours,is_deployment_intent,run_attempt,commit_age_hours,commit_parent_count,additions,deletions,code_churn,changed_files,file_extension_entropy,service_area_count,service_criticality,is_database_migration,is_infrastructure_change,is_dependency_change,is_config_change,is_security_change,is_test_change,test_to_source_file_ratio,is_docs_only,has_lockfile_change,is_hotfix,is_revert,is_breaking_change,deployments_7d,deployments_30d,recent_change_velocity_7d,past_failed_runs_7d,past_failure_rate_30d,past_incidents_14d,past_rollbacks_30d,time_since_last_deployment_hours,actor_prior_deployments,actor_prior_failure_rate,service_deployments_30d,service_incident_rate_30d,on_call_available,expected_on_call_response_minutes,on_call_load_24h
microsoft/vscode:29273798725,2026-07-13 18:16:21+00:00,train,Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,18,0,0,0,0,0,1,0.0011111111111111111,1,308,15,323,10,-0.0,1,2,0,0,0,0,0,1,0.6667,0,0,0,0,0,71,71,8518.0,1,0.014084507042253521,35,5,0.0,2.0,0.0,46,0.41304347826086957,1,42.0,71
prometheus/prometheus:29273919321,2026-07-13 18:18:14+00:00,train,Medium,observability,mainline_delivery_proxy,shared_platform,main,other,18,0,0,0,0,0,1,0.17888888888888888,1,221,151,372,5,-0.0,1,3,0,0,0,0,0,1,3.0,0,0,0,0,0,107,107,13831.0,8,0.07476635514018691,60,25,0.1775,36.0,0.027777777777777776,70,0.6285714285714286,1,42.0,18
backstage/backstage:29273949473,2026-07-13 18:18:42+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,6.777222222222222,2,3,2,5,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,720.0,0.0,0.0,0,0.0,1,18.0,0
nodejs/node:29274280594,2026-07-13 18:23:47+00:00,train,Medium,runtime,mainline_delivery_proxy,identity_security,main,verification,18,0,0,0,0,0,1,0.6486111111111111,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,104,104,7309.0,1,0.009615384615384616,66,16,0.6472222222222223,23.0,0.0,10,0.8,1,42.0,95
backstage/backstage:29274391046,2026-07-13 18:25:25+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,6.889166666666667,2,3,2,5,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,5.0,0,0.0,0,0,0.11194444444444444,0.0,0.0,1,0.0,1,21.0,1
backstage/backstage:29274505670,2026-07-13 18:27:12+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,6.918888888888889,2,3,2,5,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,2,2,10.0,0,0.0,1,0,0.029722222222222223,0.0,0.0,2,0.5,0,110.06,2
microsoft/vscode:29274755316,2026-07-13 18:31:00+00:00,train,Medium,developer-tools,mainline_delivery_proxy,frontend,release,other,18,0,0,0,0,0,1,20.155833333333334,1,1,1,2,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,72,72,8841.0,1,0.013888888888888888,36,5,0.24416666666666667,5.0,0.2,47,0.425531914893617,0,109.85,72
backstage/backstage:29274854260,2026-07-13 18:32:30+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,7.0072222222222225,2,3,2,5,2,1.0,2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,3,3,15.0,0,0.0,2,0,0.08833333333333333,0.0,0.0,3,0.6666666666666666,1,27.0,3
backstage/backstage:29274858322,2026-07-13 18:32:33+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.0011111111111111111,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,4,4,20.0,0,0.0,3,0,0.0008333333333333334,0.0,0.0,4,0.75,1,30.0,4
backstage/backstage:29274858382,2026-07-13 18:32:34+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,5,5,72.0,0,0.0,3,0,0.0002777777777777778,1.0,0.0,5,0.6,0,118.03,5
backstage/backstage:29274858407,2026-07-13 18:32:34+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,build,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,6,6,124.0,0,0.0,4,1,0.0,2.0,0.0,6,0.6666666666666666,1,36.0,6
backstage/backstage:29274858412,2026-07-13 18:32:34+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,quality,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,7,7,176.0,0,0.0,5,1,0.0,3.0,0.0,7,0.7142857142857143,1,39.0,7
backstage/backstage:29274858429,2026-07-13 18:32:34+00:00,train,Low,developer-platform,explicit_deployment_intent,frontend,main,deployment,18,0,0,0,0,1,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,8,8,228.0,0,0.0,5,1,0.0,4.0,0.0,8,0.625,1,42.0,8
backstage/backstage:29274858432,2026-07-13 18:32:34+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,9,9,280.0,0,0.0,6,1,0.0,5.0,0.0,9,0.6666666666666666,1,42.0,9
backstage/backstage:29274858446,2026-07-13 18:32:34+00:00,train,Low,developer-platform,explicit_deployment_intent,frontend,main,deployment,18,0,0,0,0,1,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,10,10,332.0,0,0.0,7,1,0.0,6.0,0.0,10,0.7,0,114.59,10
backstage/backstage:29274858447,2026-07-13 18:32:34+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,11,11,384.0,0,0.0,7,1,0.0,7.0,0.0,11,0.6363636363636364,1,42.0,11
backstage/backstage:29274858473,2026-07-13 18:32:34+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,12,12,436.0,0,0.0,7,1,0.0,8.0,0.0,12,0.5833333333333334,1,42.0,12
backstage/backstage:29274858641,2026-07-13 18:32:34+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,13,13,488.0,0,0.0,8,1,0.0,9.0,0.0,13,0.6153846153846154,1,42.0,13
backstage/backstage:29274858902,2026-07-13 18:32:34+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,verification,18,0,0,0,0,0,1,0.001388888888888889,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,14,14,540.0,0,0.0,8,1,0.0,10.0,0.0,14,0.5714285714285714,1,42.0,14
apache/airflow:29275640964,2026-07-13 18:43:55+00:00,train,Low,data-platform,mainline_delivery_proxy,shared_platform,main,other,18,0,0,0,0,0,1,0.0011111111111111111,1,3,3,6,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,150,150,56520.0,11,0.07333333333333333,113,59,0.47888888888888886,11.0,0.0,49,0.8571428571428571,1,42.0,91
apache/airflow:29275641116,2026-07-13 18:43:55+00:00,train,Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,18,0,0,0,0,0,1,0.0011111111111111111,1,3,3,6,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,151,151,56526.0,11,0.0728476821192053,114,59,0.0,12.0,0.0,50,0.86,0,120.42,92
apache/airflow:29275641678,2026-07-13 18:43:56+00:00,train,Low,data-platform,mainline_delivery_proxy,shared_platform,main,other,18,0,0,0,0,0,1,0.001388888888888889,1,3,3,6,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,152,152,56532.0,11,0.07236842105263158,115,60,0.0002777777777777778,13.0,0.0,51,0.8627450980392157,1,42.0,93
nodejs/node:29276402493,2026-07-13 18:55:06+00:00,train,High,runtime,mainline_delivery_proxy,identity_security,main,other,18,0,0,0,0,0,1,1.1705555555555556,1,1,1,2,1,-0.0,1,5,0,0,0,0,1,0,0.0,0,0,0,0,0,105,105,7311.0,1,0.009523809523809525,67,17,0.5219444444444444,24.0,0.0,11,0.8181818181818182,1,42.0,96
backstage/backstage:29276417172,2026-07-13 18:55:18+00:00,train,High,developer-platform,explicit_deployment_intent,database,other,deployment,18,0,0,0,0,1,1,0.0019444444444444444,1,29873,29873,59746,300,-0.0,6,5,1,1,0,1,1,0,0.0,0,0,0,0,0,15,15,592.0,0,0.0,8,1,0.3788888888888889,0.0,0.0,0,0.0,1,42.0,15
nodejs/node:29276651489,2026-07-13 18:58:51+00:00,train,Low,runtime,mainline_delivery_proxy,api_backend,main,quality,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,106,106,7313.0,1,0.009433962264150943,68,17,0.0625,68.0,0.014705882352941176,26,0.5384615384615384,1,42.0,97
nodejs/node:29276651525,2026-07-13 18:58:51+00:00,train,Low,runtime,mainline_delivery_proxy,api_backend,main,verification,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,107,107,7324.0,1,0.009345794392523364,68,17,0.0,69.0,0.014492753623188406,27,0.5185185185185185,1,42.0,98
nodejs/node:29276651546,2026-07-13 18:58:51+00:00,train,Low,runtime,mainline_delivery_proxy,api_backend,main,quality,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,108,108,7335.0,1,0.009259259259259259,68,17,0.0,70.0,0.014285714285714285,28,0.5,1,42.0,99
nodejs/node:29276651636,2026-07-13 18:58:51+00:00,train,Low,runtime,mainline_delivery_proxy,api_backend,main,verification,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,109,109,7346.0,1,0.009174311926605505,69,17,0.0,71.0,0.014084507042253521,29,0.5172413793103449,1,42.0,100
nodejs/node:29276651755,2026-07-13 18:58:51+00:00,train,Low,runtime,mainline_delivery_proxy,api_backend,main,other,18,0,0,0,0,0,1,0.0011111111111111111,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,110,110,7357.0,1,0.00909090909090909,70,17,0.0,72.0,0.013888888888888888,30,0.5333333333333333,1,42.0,101
apache/airflow:29278756159,2026-07-13 19:31:04+00:00,train,Low,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,7,5,12,2,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,153,153,56538.0,11,0.0718954248366013,116,60,0.7855555555555556,2.0,0.0,39,0.5897435897435898,1,42.0,94
apache/airflow:29278756253,2026-07-13 19:31:05+00:00,train,Low,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.001388888888888889,1,7,5,12,2,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,154,154,56550.0,11,0.07142857142857142,116,60,0.0002777777777777778,3.0,0.0,40,0.575,1,42.0,95
apache/airflow:29278756934,2026-07-13 19:31:05+00:00,train,Low,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.001388888888888889,1,7,5,12,2,-0.0,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,155,155,56562.0,11,0.07096774193548387,116,60,0.0,4.0,0.0,41,0.5609756097560976,1,42.0,96
apache/airflow:29278782107,2026-07-13 19:31:28+00:00,train,Medium,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,156,156,56574.0,11,0.07051282051282051,117,60,0.006388888888888889,5.0,0.0,42,0.5714285714285714,1,42.0,97
apache/airflow:29278782307,2026-07-13 19:31:28+00:00,train,Low,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,157,157,56603.0,11,0.07006369426751592,118,61,0.0,6.0,0.0,43,0.5813953488372093,1,42.0,98
apache/airflow:29278782606,2026-07-13 19:31:28+00:00,train,Medium,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,158,158,56632.0,11,0.06962025316455696,119,61,0.0,7.0,0.0,44,0.5909090909090909,1,42.0,99
apache/airflow:29278783730,2026-07-13 19:31:30+00:00,train,High,data-platform,mainline_delivery_proxy,documentation,main,other,19,0,0,0,0,0,1,0.0016666666666666668,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,159,159,56661.0,11,0.06918238993710692,120,62,0.0005555555555555556,19.0,0.0,45,0.6,0,111.79,100
microsoft/vscode:29279001645,2026-07-13 19:34:50+00:00,train,Low,developer-tools,mainline_delivery_proxy,frontend,main,other,19,0,0,0,0,0,1,1.3091666666666666,1,308,15,323,10,-0.0,1,2,0,0,0,0,0,1,0.6667,0,0,0,0,0,73,73,8843.0,1,0.0136986301369863,36,5,1.0638888888888889,6.0,0.16666666666666666,48,0.4166666666666667,1,42.0,73
nodejs/node:29279275928,2026-07-13 19:39:09+00:00,train,Low,runtime,mainline_delivery_proxy,api_backend,main,verification,19,0,0,0,0,0,1,0.6727777777777778,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,111,111,7368.0,1,0.009009009009009009,70,17,0.6716666666666666,25.0,0.0,31,0.5161290322580645,1,42.0,102
microsoft/vscode:29279547905,2026-07-13 19:43:24+00:00,train,Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,verification,19,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,1,1,0,0,0.0,0,0,0,0,0,74,74,9166.0,1,0.013513513513513514,36,5,0.14277777777777778,0.0,0.0,19,0.5789473684210527,1,42.0,74
microsoft/vscode:29279548008,2026-07-13 19:43:24+00:00,train,Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,1,1,0,0,0.0,0,0,0,0,0,75,75,9168.0,1,0.013333333333333334,36,5,0.0,1.0,0.0,20,0.55,1,42.0,75
microsoft/vscode:29279548034,2026-07-13 19:43:24+00:00,train,Medium,developer-tools,mainline_delivery_proxy,shared_platform,main,other,19,0,0,0,0,0,1,0.0011111111111111111,1,1,1,2,1,-0.0,1,3,0,0,1,1,0,0,0.0,0,0,0,0,0,76,76,9170.0,1,0.013157894736842105,37,5,0.0,2.0,0.0,21,0.5714285714285714,1,42.0,76
apache/airflow:29280623336,2026-07-13 19:59:49+00:00,train,Medium,data-platform,mainline_delivery_proxy,documentation,main,verification,19,0,0,0,0,0,1,0.4736111111111111,1,26,3,29,4,0.8113,1,1,0,0,1,1,0,0,0.0,0,0,0,0,0,160,160,56690.0,11,0.06875,121,63,0.47194444444444444,59.0,0.1694915254237288,46,0.6086956521739131,1,42.0,95
nodejs/node:29280856831,2026-07-13 20:03:13+00:00,train,Low,runtime,mainline_delivery_proxy,api_backend,main,other,20,0,0,0,1,0,1,1.073888888888889,1,11,0,11,1,-0.0,2,4,0,0,0,0,0,0,0.0,1,0,0,0,0,112,112,7379.0,1,0.008928571428571428,71,17,0.4011111111111111,26.0,0.0,32,0.53125,1,54.0,103
nodejs/node:29281130673,2026-07-13 20:07:15+00:00,train,Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,113,113,7390.0,1,0.008849557522123894,71,17,0.06722222222222222,73.0,0.0136986301369863,60,0.7,1,54.0,104
nodejs/node:29281130718,2026-07-13 20:07:15+00:00,train,Medium,runtime,mainline_delivery_proxy,shared_platform,main,quality,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,114,114,7482.0,1,0.008771929824561403,72,18,0.0,74.0,0.013513513513513514,61,0.7049180327868853,0,138.21,105
nodejs/node:29281130719,2026-07-13 20:07:15+00:00,train,Low,runtime,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,115,115,7574.0,1,0.008695652173913044,73,18,0.0,75.0,0.013333333333333334,62,0.7096774193548387,1,54.0,106
nodejs/node:29281130720,2026-07-13 20:07:15+00:00,train,Low,runtime,mainline_delivery_proxy,shared_platform,main,build,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,116,116,7666.0,1,0.008620689655172414,74,19,0.0,76.0,0.013157894736842105,63,0.7142857142857143,1,54.0,107
nodejs/node:29281130752,2026-07-13 20:07:15+00:00,train,Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,117,117,7758.0,1,0.008547008547008548,74,19,0.0,77.0,0.012987012987012988,64,0.703125,1,54.0,108
nodejs/node:29281130774,2026-07-13 20:07:15+00:00,train,Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,20,0,0,0,1,0,1,0.0008333333333333334,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,118,118,7850.0,1,0.00847457627118644,74,19,0.0,78.0,0.01282051282051282,65,0.6923076923076923,0,132.34,109
nodejs/node:29281130827,2026-07-13 20:07:16+00:00,train,Medium,runtime,mainline_delivery_proxy,shared_platform,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,119,119,7942.0,1,0.008403361344537815,75,20,0.0002777777777777778,79.0,0.012658227848101266,66,0.696969696969697,1,54.0,110
nodejs/node:29281130911,2026-07-13 20:07:16+00:00,train,Medium,runtime,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,120,120,8034.0,1,0.008333333333333333,75,20,0.0,80.0,0.0125,67,0.6865671641791045,0,137.79,111
nodejs/node:29281131286,2026-07-13 20:07:16+00:00,train,High,runtime,mainline_delivery_proxy,shared_platform,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,54,38,92,3,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,121,121,8126.0,1,0.008264462809917356,76,21,0.0,81.0,0.012345679012345678,68,0.6911764705882353,1,54.0,112
apache/airflow:29281206497,2026-07-13 20:08:26+00:00,train,High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,24,20,44,10,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,161,161,56719.0,12,0.07453416149068323,122,63,0.1436111111111111,8.0,0.0,52,0.8653846153846154,1,54.0,96
apache/airflow:29281206515,2026-07-13 20:08:26+00:00,train,High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,24,20,44,10,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,162,162,56763.0,12,0.07407407407407407,123,63,0.0,9.0,0.0,53,0.8679245283018868,1,54.0,97
apache/airflow:29281207590,2026-07-13 20:08:27+00:00,train,High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,24,20,44,10,-0.0,1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,163,163,56807.0,12,0.0736196319018405,124,64,0.0002777777777777778,10.0,0.0,54,0.8703703703703703,0,142.4,98
backstage/backstage:29282179043,2026-07-13 20:23:19+00:00,train,Low,developer-platform,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,1.8472222222222223,2,51,1,52,3,0.9183,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,16,16,60338.0,0,0.0,9,2,1.4669444444444444,1.0,0.0,15,0.5333333333333333,1,54.0,16
microsoft/vscode:29282455690,2026-07-13 20:27:30+00:00,train,Medium,developer-tools,mainline_delivery_proxy,frontend,main,verification,20,0,0,0,1,0,1,0.001388888888888889,1,98,9,107,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,77,77,9172.0,1,0.012987012987012988,38,6,0.735,0.0,0.0,49,0.40816326530612246,0,152.49,77
microsoft/vscode:29282455723,2026-07-13 20:27:30+00:00,train,Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,98,9,107,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,78,78,9279.0,1,0.01282051282051282,39,6,0.0,1.0,0.0,50,0.42,0,135.21,78
microsoft/vscode:29282455827,2026-07-13 20:27:30+00:00,train,Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,98,9,107,2,-0.0,1,2,0,0,0,0,0,1,1.0,0,0,0,0,0,79,79,9386.0,1,0.012658227848101266,40,7,0.0,2.0,0.0,51,0.43137254901960786,1,54.0,79
microsoft/vscode:29282467416,2026-07-13 20:27:41+00:00,train,Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0016666666666666668,1,148,474,622,8,1.0613,2,2,0,0,0,0,0,1,3.0,0,0,0,1,0,80,80,9493.0,1,0.0125,40,7,0.0030555555555555557,8.0,0.0,52,0.4230769230769231,1,54.0,80
microsoft/vscode:29282467848,2026-07-13 20:27:41+00:00,train,Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,20,0,0,0,1,0,1,0.0016666666666666668,1,148,474,622,8,1.0613,2,2,0,0,0,0,0,1,3.0,0,0,0,1,0,81,81,10115.0,1,0.012345679012345678,41,8,0.0,9.0,0.0,53,0.4339622641509434,1,54.0,81
microsoft/vscode:29282468210,2026-07-13 20:27:41+00:00,train,Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0016666666666666668,1,148,474,622,8,1.0613,2,2,0,0,0,0,0,1,3.0,0,0,0,1,0,82,82,10737.0,1,0.012195121951219513,42,9,0.0,10.0,0.0,54,0.4444444444444444,0,146.45,82
microsoft/vscode:29282702993,2026-07-13 20:31:15+00:00,train,High,developer-tools,mainline_delivery_proxy,api_backend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,176,103,279,9,0.9911,2,4,0,0,1,0,0,1,0.125,0,1,0,0,0,83,83,11359.0,1,0.012048192771084338,43,9,0.059444444444444446,0.0,0.0,3,0.6666666666666666,1,54.0,83
microsoft/vscode:29282703016,2026-07-13 20:31:15+00:00,train,High,developer-tools,mainline_delivery_proxy,api_backend,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,176,103,279,9,0.9911,2,4,0,0,1,0,0,1,0.125,0,1,0,0,0,84,84,11638.0,1,0.011904761904761904,43,9,0.0,1.0,0.0,4,0.5,0,128.81,84
microsoft/vscode:29282703068,2026-07-13 20:31:15+00:00,train,Medium,developer-tools,mainline_delivery_proxy,api_backend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,176,103,279,9,0.9911,2,4,0,0,1,0,0,1,0.125,0,1,0,0,0,85,85,11917.0,1,0.011764705882352941,43,9,0.0,2.0,0.0,5,0.4,1,54.0,85
microsoft/vscode:29283233530,2026-07-13 20:39:07+00:00,train,Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,35,5,40,3,0.9183,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,86,86,12196.0,1,0.011627906976744186,43,9,0.13111111111111112,3.0,0.0,55,0.45454545454545453,1,54.0,86
microsoft/vscode:29283233576,2026-07-13 20:39:07+00:00,train,Low,developer-tools,mainline_delivery_proxy,frontend,main,verification,20,0,0,0,1,0,1,0.0011111111111111111,1,35,5,40,3,0.9183,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,87,87,12236.0,1,0.011494252873563218,44,9,0.0,4.0,0.0,56,0.4642857142857143,1,54.0,87
microsoft/vscode:29283233623,2026-07-13 20:39:07+00:00,train,Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.0011111111111111111,1,35,5,40,3,0.9183,1,2,0,0,0,0,0,1,0.5,0,0,0,0,0,88,88,12276.0,1,0.011363636363636364,45,9,0.0,5.0,0.0,57,0.47368421052631576,0,121.52,88
apache/airflow:29283621240,2026-07-13 20:44:56+00:00,train,High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,59,3,62,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,164,164,56851.0,12,0.07317073170731707,124,64,0.6080555555555556,0.0,0.0,55,0.8545454545454545,0,124.66,91
apache/airflow:29283621363,2026-07-13 20:44:56+00:00,train,Medium,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,59,3,62,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,165,165,56913.0,12,0.07272727272727272,125,64,0.0,1.0,0.0,56,0.8571428571428571,1,54.0,92
apache/airflow:29283621758,2026-07-13 20:44:56+00:00,train,High,data-platform,mainline_delivery_proxy,shared_platform,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,59,3,62,2,-0.0,1,3,0,0,0,0,0,1,1.0,0,0,0,0,0,166,166,56975.0,12,0.07228915662650602,126,64,0.0,2.0,0.0,57,0.8596491228070176,0,125.77,93
microsoft/vscode:29283918409,2026-07-13 20:49:20+00:00,train,Medium,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,9,0,9,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,89,89,12316.0,1,0.011235955056179775,45,9,0.17027777777777778,0.0,0.0,58,0.46551724137931033,1,54.0,89
microsoft/vscode:29283918413,2026-07-13 20:49:20+00:00,train,Low,developer-tools,mainline_delivery_proxy,frontend,main,other,20,0,0,0,1,0,1,0.001388888888888889,1,9,0,9,1,-0.0,1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,90,90,12325.0,1,0.011111111111111112,46,9,0.0,1.0,0.0,59,0.4745762711864407,1,54.0,90
