repo_key,owner,repository,language,deployment_label,deployment_ready,stars,forks,watchers,total_commits,total_issues,total_prs,total_files,size,open_issues,repository_age_days,last_update_days,has_license,has_description,bug_fix_ratio,feature_commit_ratio,refactor_commit_ratio,documentation_commit_ratio,average_commit_length,average_commit_words,author_diversity,commit_frequency,days_since_last_commit,closed_issue_ratio,bug_issue_ratio,average_issue_comments,stale_issue_ratio,merged_pr_ratio,source_code_ratio,documentation_ratio,config_ratio,test_ratio,binary_ratio,has_ci_cd,has_dockerfile,has_contributing_guide,dependency_file_count,max_directory_depth,weekend_commit_ratio,night_commit_ratio,average_issue_resolution_days,average_merge_days,language_diversity,average_directory_depth,average_file_size
apache_fluss,apache,fluss,Java,Needs Improvements,1,1983,575,1983,30,20,20,100,89391,801,621,0,1,1,0.2667,0.3667,0.0,0.1667,161.2333,20.0667,14,0.0483,0,0.15,1.0,0.55,0.0,0.15,0.5,0.03,0.04,0.04,0.01,1,1,0,1,9,0.1333,0.5,2.0,0.3333,3,5.36,6312.46
Rem0o_FanControl.HWInfo,Rem0o,FanControl.HWInfo,C#,Not Ready,0,300,32,300,30,20,7,15,52,25,1945,6,1,1,0.0,0.1667,0.1,0.2,51.1333,7.6,5,0.0154,544,0.45,0.5,3.05,1.0,0.5714,0.4667,0.0667,0.0667,0.0,0.0667,0,0,0,0,1,0.3667,0.4333,65.3333,0.25,1,0.2667,2214.2
ismai117_kottie,ismai117,kottie,Kotlin,Production Ready,1,299,16,299,30,20,8,100,74255,0,922,54,1,1,0.0333,0.2333,0.1,0.2,100.1,12.1667,4,0.0325,127,1.0,0.45,1.85,0.0,1.0,0.31,0.02,0.04,0.01,0.22,1,0,0,0,7,0.3333,0.4,128.15,1.25,2,3.9,47804.07
volaradlp_minercli,volaradlp,minercli,Python,Not Ready,0,300,179,300,30,20,14,48,401,31,743,61,0,1,0.0333,0.2333,0.1667,0.1667,25.6667,3.8333,2,0.0404,514,0.1,0.35,0.6,1.0,0.4286,0.7083,0.0208,0.0625,0.0,0.0,0,1,0,1,3,0.0333,0.4,236.0,1.6667,2,1.5417,10870.0417
GoBelieveIO_im_service,GoBelieveIO,im_service,Go,Not Ready,0,1985,605,1985,30,20,9,100,1410,3,4104,0,1,1,0.1,0.0333,0.0,0.0333,16.1333,2.3667,2,0.0073,253,0.85,0.4,1.4,1.0,0.2222,0.75,0.01,0.06,0.09,0.0,0,0,0,1,1,0.1,0.1667,14.4706,1.0,3,0.88,4510.02
tsujan_Kvantum,tsujan,Kvantum,C++,Production Ready,1,1999,161,1999,30,20,20,100,48212,0,4357,1,0,1,0.1,0.0333,0.0,0.0667,117.7667,10.2,2,0.0069,4,1.0,0.5,4.9,0.0,0.9,0.5,0.02,0.03,0.0,0.23,0,0,0,0,4,0.3,0.2,4.55,2.7222,2,3.04,57377.43
nektos_act,nektos,act,Go,Needs Improvements,1,71060,1972,71060,30,20,20,100,17758,342,2749,0,1,1,0.3333,0.4,0.0667,0.1,529.7333,45.9667,6,0.0109,43,0.15,0.8,2.05,0.4706,0.0,0.35,0.03,0.05,0.22,0.0,1,1,1,1,4,0.1,0.5,0.3333,0.0,2,1.43,4237.5
prograils_lit,prograils,lit,Ruby,Needs Improvements,1,300,70,300,30,20,20,100,1345,24,4976,143,1,1,0.3333,0.4,0.0333,0.0667,68.9,10.9667,7,0.006,259,0.65,0.7,1.5,1.0,0.7,0.39,0.02,0.01,0.0,0.01,1,0,0,1,5,0.0,0.0,89.5385,88.1429,4,3.35,1965.51
TheAlgorithms_Java,TheAlgorithms,Java,Java,Production Ready,1,66005,21226,66005,30,20,20,100,7492,22,3649,0,1,1,0.4,0.9,0.0667,0.1333,358.1333,31.3333,11,0.0082,0,0.7,0.75,2.05,0.0,0.5,0.69,0.03,0.03,0.0,0.0,1,1,1,1,6,0.2667,0.1333,10.2857,0.0,2,4.4,4645.61
pixelspark_sushitrain,pixelspark,sushitrain,Swift,Not Ready,0,1932,56,1932,30,0,16,100,47669,1,716,0,1,1,0.5333,0.2,0.0333,0.0,107.9667,14.3,1,0.0419,0,0.0,0.0,0.0,0.0,0.375,0.65,0.07,0.03,0.0,0.03,1,0,1,1,3,0.4333,0.0,0.0,7.5,3,1.22,52978.53
flytkgl_PDFQFZ,flytkgl,PDFQFZ,C#,Production Ready,1,1987,250,1987,30,20,6,47,4466,8,3019,0,0,1,0.0667,0.0667,0.0,0.0,31.6667,2.5333,5,0.0099,31,0.6,0.0,2.05,0.75,1.0,0.4043,0.0638,0.0426,0.2553,0.0638,0,0,0,0,3,0.5667,0.1,32.0,0.3333,1,1.3191,11330.8298
TheKikGen_MPC-LiveXplore,TheKikGen,MPC-LiveXplore,C,Not Ready,0,300,35,300,30,20,11,100,22459,39,2673,4,0,1,0.0667,0.1333,0.0,0.8333,19.6333,2.7333,2,0.0112,497,0.1,0.35,3.6,0.8889,0.1818,0.01,0.03,0.0,0.0,0.0,0,0,0,0,2,0.1,0.1333,5.0,17.0,1,1.88,335467.01
nordicsemi_Android-nRF-Blinky,nordicsemi,Android-nRF-Blinky,Kotlin,Needs Improvements,1,298,154,298,30,20,20,96,2402,5,3897,7,1,1,0.1667,0.0667,0.0333,0.0667,67.0,7.5,2,0.0077,10,1.0,0.3,1.7,0.0,0.8,0.2917,0.0208,0.0729,0.0833,0.1562,1,0,0,1,12,0.1333,0.1,401.0,7.25,1,5.1562,5508.4167
VKCOM_nocc,VKCOM,nocc,Go,Needs Improvements,1,300,18,300,14,11,20,95,1196,15,1524,0,1,1,0.0714,0.6429,0.0714,0.0714,107.7857,17.2857,4,0.0092,175,0.0909,0.4545,0.1818,1.0,0.45,0.4737,0.2421,0.0316,0.2105,0.1474,0,0,0,1,4,0.0,0.0,0.0,26.8889,3,2.0,15801.3368
Shopify_shopify_app,Shopify,shopify_app,Ruby,Needs Improvements,1,1918,730,1918,30,20,20,100,6879,57,6486,18,1,1,0.2667,0.1333,0.1,0.1,179.8,19.7667,7,0.0046,18,0.5,0.75,1.05,0.7,0.4,0.18,0.2,0.01,0.01,0.01,1,0,1,1,5,0.0,0.0667,20.0,1.375,2,2.15,3025.59
bufanyun_hotgo,bufanyun,hotgo,Go,Needs Improvements,1,1993,481,1993,30,20,20,100,38850,45,1599,0,1,1,0.4333,0.1333,0.0,0.0667,54.8333,5.7333,10,0.0188,65,0.75,0.2,1.7,0.4,0.65,0.1,0.81,0.04,0.01,0.39,0,0,0,0,6,0.1667,0.3667,49.2,13.2308,2,2.94,127932.54
UnderminersTeam_UndertaleModTool,UnderminersTeam,UndertaleModTool,C#,Needs Improvements,1,1947,343,1947,30,20,20,100,23417,317,2860,0,1,1,0.4,0.4333,0.0667,0.0,155.3333,14.2333,6,0.0105,0,0.4,0.85,1.65,0.0,0.45,0.68,0.02,0.02,0.09,0.0,1,0,1,0,3,0.2667,0.2333,15.0,2.5556,1,1.9,14536.58
RangerMauve_hyper-sdk,RangerMauve,hyper-sdk,JavaScript,Needs Improvements,1,300,44,300,30,20,20,20,337,3,2593,27,1,1,0.1,0.3333,0.0,0.2667,36.8667,5.2333,2,0.0116,144,0.9,0.7,2.75,1.0,0.85,0.5,0.15,0.1,0.2,0.0,1,0,0,1,2,0.3667,0.3333,299.8889,7.4706,2,0.65,3142.15
jellyfin_jellyfin,jellyfin,jellyfin,C#,Needs Improvements,1,54257,5097,54257,30,20,20,100,75496,572,2774,0,1,1,0.4667,0.0667,0.0,0.0,111.0,11.1333,11,0.0108,0,0.5,1.0,0.9,0.0,0.1,0.63,0.0,0.03,0.01,0.0,1,0,0,0,2,0.6667,0.1333,0.2,1.5,2,1.69,3787.7
ReactiveX_RxJava,ReactiveX,RxJava,Java,Production Ready,1,48239,7589,48239,30,20,20,100,176935,13,4934,0,1,1,0.5333,0.4,0.2,0.1333,281.5333,22.5667,3,0.0061,1,0.9,0.3,0.75,1.0,1.0,0.22,0.44,0.04,0.0,0.01,1,0,1,1,7,0.1667,0.2,27.8889,0.0,4,2.27,9382.24
grab_grazel,grab,grazel,Kotlin,Production Ready,1,299,26,299,30,20,20,100,5736,12,1848,38,1,1,0.5667,0.2333,0.2,0.1,1077.8333,133.9333,11,0.0162,48,0.45,0.45,1.4,1.0,0.6,0.13,0.17,0.15,0.04,0.05,1,0,1,4,10,0.0,0.5333,58.5556,1.3333,2,2.74,40342.32
react_react,react,react,JavaScript,Production Ready,1,246462,51207,246462,30,20,20,100,1021473,1205,4798,0,1,1,0.8333,0.5333,0.0333,0.0333,1285.7,168.1333,13,0.0063,4,0.35,1.0,0.95,0.0,0.05,0.07,0.08,0.07,0.15,0.0,1,0,1,1,7,0.0,0.2333,0.7143,1.0,1,2.32,5423.64
binarywang_weixin-java-mp-demo-springmvc,binarywang,weixin-java-mp-demo-springmvc,Java,Production Ready,1,300,230,300,30,19,20,31,172,3,3639,14,0,1,0.0,0.4333,0.0,0.0333,271.6333,16.9,2,0.0082,14,0.8421,0.1579,1.6316,1.0,0.95,0.5806,0.0323,0.0968,0.0,0.0,1,0,0,1,10,0.1333,0.2333,72.3125,28.9474,2,6.4516,1325.129
1hakr_AnExplorer,1hakr,AnExplorer,Java,Not Ready,0,1995,630,1995,30,20,20,100,14567,35,4852,0,1,1,0.2333,0.2333,0.0667,0.1,28.6,4.5333,2,0.0062,42,0.1,0.2,0.6,0.9444,0.85,0.81,0.01,0.03,0.01,0.02,0,0,0,1,9,0.1,0.3667,0.0,26.3529,1,7.57,7123.87
rapid7_metasploit-framework,rapid7,metasploit-framework,Ruby,Not Ready,0,38573,14894,38573,30,20,20,100,1225142,599,5432,0,1,1,0.1333,0.3667,0.1,0.0333,81.9333,9.8,13,0.0055,0,0.2,0.7,1.05,0.0,0.2,0.1,0.08,0.02,0.02,0.08,1,1,1,1,5,0.0667,0.0,4.0,0.5,1,1.63,3786.4
MrSanZz_pandora,MrSanZz,pandora,Python,Not Ready,0,300,65,300,30,11,4,8,328,15,987,0,0,1,0.0,0.0,0.0,0.3,16.9,2.0,1,0.0304,257,0.0,0.4545,0.9091,1.0,0.0,0.375,0.125,0.25,0.0,0.0,0,0,0,1,0,0.2333,0.1667,0.0,0.0,1,0.0,46585.0
pppscn_SmsForwarder,pppscn,SmsForwarder,Kotlin,Not Ready,0,27063,3325,27063,30,20,20,100,468906,28,1980,0,1,1,0.0,0.0,0.0,0.0,44.1,4.1,2,0.0152,33,0.25,0.55,0.7,0.0,0.6,0.77,0.02,0.03,0.0,0.01,1,0,0,1,10,0.3,0.2333,7.4,33.5833,1,7.17,223618.95
jakemarsh_CostumeKit,jakemarsh,CostumeKit,Swift,Not Ready,0,299,14,299,17,1,1,29,43,1,3575,13,1,1,0.2353,0.1765,0.0,0.4706,63.6471,8.0588,1,0.0048,194,0.0,0.0,0.0,1.0,0.0,0.6897,0.069,0.0345,0.0345,0.0,0,0,0,0,3,0.0588,0.0,0.0,0.0,1,1.3793,2288.4483
aws-samples_serverless-rust-demo,aws-samples,serverless-rust-demo,Rust,Production Ready,1,299,30,299,30,7,20,37,215,5,1755,26,1,1,0.0667,0.2333,0.0333,0.2,68.2333,9.4,7,0.0171,575,0.7143,0.8571,4.2857,1.0,0.9,0.6216,0.1081,0.0811,0.1081,0.0541,1,0,1,1,4,0.1,0.0333,211.2,1.8333,2,1.7027,4593.1351
knight-L_sc-datav,knight-L,sc-datav,TypeScript,Production Ready,1,1986,417,1986,30,5,16,100,70402,0,244,0,1,1,0.4,0.0,0.1,0.1667,30.9667,3.6333,1,0.123,122,1.0,0.0,0.4,0.0,0.9375,0.1,0.02,0.02,0.0,0.23,1,0,0,1,4,0.5,0.0667,0.8,0.0,5,2.73,453995.22
google_google-authenticator-libpam,google,google-authenticator-libpam,C,Production Ready,1,1995,305,1995,30,20,20,39,645,60,3534,2,1,1,0.6,0.2333,0.0667,0.0,141.5,20.7333,7,0.0085,136,0.7,0.4,3.65,0.8333,0.65,0.2308,0.0769,0.0769,0.0769,0.0,1,0,1,1,2,0.0667,0.0,2.2857,5.6923,4,0.8462,5967.359
MisterBooo_LeetCodeAnimation,MisterBooo,LeetCodeAnimation,Java,Needs Improvements,1,76618,13900,76618,30,20,20,100,510338,21,2777,0,0,1,0.3,0.1333,0.0,0.3,87.5333,7.9,5,0.0108,31,0.3,0.05,1.55,1.0,0.7,0.0,0.87,0.03,0.0,0.1,1,0,1,1,3,0.0333,0.4667,41.5,27.2857,1,1.97,56893.71
travis-ci_travis-api,travis-ci,travis-api,Ruby,Needs Improvements,1,297,161,297,30,0,20,100,12177,77,5108,52,1,1,0.4,0.3,0.2333,0.0,298.8,40.5333,8,0.0059,194,0.0,0.0,0.0,0.0,0.9,0.64,0.04,0.03,0.02,0.0,1,1,1,1,5,0.0,0.0,0.0,10.1667,2,3.13,2000.36
Jaennaet_pISSStream,Jaennaet,pISSStream,Swift,Needs Improvements,1,1911,32,1911,30,16,6,91,16090,6,572,5,1,1,0.1,0.4333,0.1,0.1667,58.6,8.2667,3,0.0524,306,0.625,0.1875,2.5625,1.0,0.8333,0.2308,0.022,0.011,0.0659,0.3516,0,0,0,0,5,0.5667,0.2667,70.7,10.4,1,2.4396,197317.5275
chatwoot_chatwoot,chatwoot,chatwoot,Ruby,Needs Improvements,1,34394,8159,34394,30,20,20,100,241936,1245,2526,0,1,1,0.7333,0.7667,0.1,0.5,1555.9667,201.4667,8,0.0119,0,0.1,0.8,0.6,0.0,0.1,0.07,0.04,0.06,0.05,0.04,1,1,1,1,5,0.0,0.0333,1.0,0.0,6,1.53,22179.17
kubernetes-sigs_cri-tools,kubernetes-sigs,cri-tools,Go,Production Ready,1,1995,486,1995,30,20,20,100,64964,14,3455,0,1,1,0.1667,0.3,0.0,0.0,274.0667,22.2667,4,0.0087,5,0.7,0.75,3.5,0.3333,0.95,0.28,0.14,0.03,0.12,0.0,1,1,1,2,2,0.0,0.2667,39.6429,0.9474,2,1.41,7873.8
antfu_pnpm-patch-i,antfu,pnpm-patch-i,TypeScript,Not Ready,0,300,7,300,30,2,5,18,517,1,1273,32,1,1,0.2667,0.0667,0.0333,0.0333,26.3,3.9667,3,0.0236,83,0.5,1.0,1.5,1.0,0.8,0.2222,0.1667,0.1111,0.0,0.0,1,0,1,1,2,0.1667,0.4333,30.0,0.0,2,0.4444,9532.9444
aws_amazon-q-developer-cli,aws,amazon-q-developer-cli,Rust,Not Ready,0,1978,437,1978,30,20,20,100,43765,1297,658,1,1,1,0.3,0.3,0.1333,0.0333,96.3667,13.9667,10,0.0456,81,0.05,1.0,0.3,0.0,0.05,0.54,0.04,0.06,0.08,0.01,1,0,1,3,5,0.1667,0.5,2.0,0.0,1,3.28,24202.28
gabriel-vasile_mimetype,gabriel-vasile,mimetype,Go,Production Ready,1,1993,194,1993,30,20,20,77,24689,32,2934,0,1,1,0.3,0.4333,0.0667,0.0333,196.5,26.5667,4,0.0102,0,0.7,0.5,1.45,0.6667,0.65,0.3636,0.026,0.013,0.4416,0.0519,1,0,0,1,2,0.3333,0.1,9.1429,1.2308,1,1.3766,22685.2208
Alamofire_Alamofire,Alamofire,Alamofire,Swift,Production Ready,1,42405,7664,42405,30,20,20,100,43658,44,4366,0,1,1,0.6,0.6333,0.2,0.2,1684.4,167.8667,7,0.0069,20,0.9,0.75,3.95,0.5,0.4,0.5,0.04,0.01,0.01,0.04,1,0,1,1,4,0.4333,0.4667,18.7222,6.75,1,1.7,16891.16
mohammadoftadeh_next-ecommerce-shopco,mohammadoftadeh,next-ecommerce-shopco,TypeScript,Not Ready,0,300,119,300,6,0,12,100,2965,0,656,0,1,1,0.1667,0.1667,0.0,0.0,19.1667,3.1667,1,0.0091,498,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.59,0,0,0,1,5,0.1667,0.0,0.0,0.0,2,2.44,26932.44
square_leakcanary,square,leakcanary,Kotlin,Needs Improvements,1,29943,3979,29943,30,20,20,100,150297,133,4093,0,1,1,0.6,0.3333,0.0,0.1,303.0,39.0333,4,0.0073,0,0.6,0.8,0.65,0.625,0.7,0.04,0.59,0.06,0.08,0.31,1,0,1,1,6,0.1667,0.0,61.75,9.9286,2,2.04,117936.75
unionlabs_union,unionlabs,union,Rust,Production Ready,1,73906,3886,73906,30,20,20,100,483738,192,1154,0,1,1,0.4667,0.2,0.0,0.0,189.0667,24.5667,10,0.026,13,0.65,0.65,0.8,0.8571,0.65,0.28,0.03,0.06,0.03,0.02,1,0,1,3,5,0.1,0.0667,0.2308,5.0,6,1.64,33973.74
rawilk_laravel-settings,rawilk,laravel-settings,PHP,Needs Improvements,1,298,21,298,30,20,20,100,377,2,2172,13,1,1,0.1,0.3333,0.2,0.2,64.4333,8.1333,2,0.0138,56,0.95,0.8,3.05,1.0,0.75,0.42,0.31,0.03,0.06,0.0,1,0,1,1,3,0.4,0.5667,111.9474,33.0667,2,1.78,1656.54
samueltuoyo15_Dokugen,samueltuoyo15,Dokugen,TypeScript,Production Ready,1,300,22,300,30,8,13,100,14567,2,511,0,1,1,0.0667,0.4333,0.1667,0.3,50.3,6.4333,4,0.0587,0,0.75,0.5,2.25,1.0,0.7692,0.28,0.41,0.07,0.0,0.21,0,0,0,4,8,0.1,0.0333,3.6667,0.3,6,4.38,61641.11
FormidableLabs_prism-react-renderer,FormidableLabs,prism-react-renderer,TypeScript,Needs Improvements,1,1993,148,1993,30,20,20,73,2370,12,2887,7,1,1,0.1333,0.3,0.1333,0.2333,53.4,6.6667,8,0.0104,557,0.8,0.75,2.05,1.0,0.85,0.4658,0.0411,0.0959,0.0685,0.0548,1,0,0,4,6,0.1,0.1333,74.6875,9.8824,4,2.7397,6097.3562
jqlang_jq,jqlang,jq,C,Production Ready,1,35198,1808,35198,30,20,20,100,7959,459,5108,0,1,1,0.6333,0.1667,0.0,0.1333,174.1,24.3333,7,0.0059,12,0.65,0.7,1.95,0.0,0.3,0.01,0.34,0.06,0.02,0.03,1,1,0,1,4,0.3,0.3667,3.3846,0.8333,4,1.69,12162.65
apple_swift-openapi-generator,apple,swift-openapi-generator,Swift,Production Ready,1,1946,172,1946,30,20,20,100,1795,128,1180,0,1,1,0.6667,0.6,0.1333,0.5,2259.8333,198.7667,15,0.0254,10,0.6,0.75,3.1,0.375,0.7,0.24,0.13,0.13,0.04,0.0,1,0,1,0,5,0.0,0.0,1.8333,5.5,1,2.65,1425.68
AvengersWeChat_PadChat-SDK,AvengersWeChat,PadChat-SDK,JavaScript,Not Ready,0,1988,536,1988,6,7,1,15,53,6,2795,0,0,1,0.0,0.0,0.0,0.1667,15.3333,1.6667,1,0.0021,864,0.1429,0.2857,0.5714,1.0,0.0,0.4,0.2,0.2,0.0,0.0,0,0,0,1,1,0.6667,0.0,19.0,0.0,1,0.2,15431.0667
permissionlesstech_bitchat,permissionlesstech,bitchat,Swift,Production Ready,1,26109,2498,26109,30,20,20,100,113146,58,374,0,1,1,0.8333,0.6333,0.0667,0.2333,3503.1,490.7333,2,0.0802,3,0.7,0.5,0.75,0.5,0.45,0.49,0.02,0.02,0.01,0.22,1,0,0,0,3,0.0,0.0,38.2143,0.1111,1,2.04,27518.62
caddyserver_caddy,caddyserver,caddy,Go,Production Ready,1,74010,4823,74010,30,20,20,100,21615,266,4199,0,1,1,0.4333,0.5333,0.0333,0.0667,448.5,58.0667,18,0.0071,2,0.4,0.95,2.35,0.0,0.45,0.24,0.03,0.03,0.5,0.0,1,0,1,0,4,0.3,0.4,0.875,2.5556,1,1.86,7131.73
hashicorp_vagrant,hashicorp,vagrant,Ruby,Not Ready,0,27187,4406,27187,30,20,20,100,82683,751,6018,0,1,1,0.1,0.3667,0.0,0.0333,310.9667,18.9333,10,0.005,3,0.2,0.75,0.5,0.5,0.2,0.26,0.08,0.01,0.09,0.0,1,0,1,1,4,0.0333,0.3,19.25,15.5,4,1.79,5348.09
xmanrui_OpenClaw-bot-review,xmanrui,OpenClaw-bot-review,TypeScript,Needs Improvements,1,1990,392,1990,30,20,20,100,19908,27,146,0,1,1,0.3667,0.2,0.2333,0.1333,102.7667,13.6,9,0.2055,21,0.25,0.35,0.3,0.8,0.9,0.5,0.11,0.02,0.09,0.08,0,1,0,0,5,0.0,0.1667,15.2,40.3889,3,2.12,45746.36
anthropics_skills,anthropics,skills,Python,Production Ready,1,160995,19006,160995,30,20,20,100,3992,1022,294,0,0,1,0.2333,0.5333,0.0667,0.4,427.7667,52.9667,11,0.102,12,0.2,0.6,0.5,0.0,0.0,0.01,0.02,0.01,0.0,0.54,0,0,0,0,4,0.2667,0.2,1.0,0.0,2,2.86,57919.79
freeCodeCamp_freeCodeCamp,freeCodeCamp,freeCodeCamp,TypeScript,Production Ready,1,451759,45606,451759,30,20,20,100,578221,280,4219,0,1,1,0.8667,0.1667,0.0333,0.0,108.0333,10.6333,24,0.0071,0,0.3,0.45,0.25,0.0,0.2,0.32,0.03,0.06,0.13,0.0,1,1,0,1,4,0.3333,0.1333,0.0,0.0,2,2.18,4463.27
Kochava-Studios_witsy,Kochava-Studios,witsy,TypeScript,Not Ready,0,1993,165,1993,30,20,20,100,30426,55,810,0,1,1,0.5667,0.0667,0.1,0.0667,29.5667,4.8667,1,0.037,95,0.0,0.55,0.1,0.35,0.15,0.0,0.04,0.02,0.02,0.64,1,0,1,0,2,0.0333,0.2,0.0,5.3333,0,1.02,67451.41
lewagon_setup,lewagon,setup,Ruby,Needs Improvements,1,19623,1579,19623,30,20,20,100,27234,1,4481,0,0,1,0.0667,0.0333,0.0,0.0,45.4667,7.4333,5,0.0067,40,1.0,0.5,3.25,0.0,0.95,0.0,0.02,0.01,0.0,0.0,1,0,0,1,2,0.0333,0.0,56.9,6.1579,0,1.74,1289.52
iina_iina,iina,iina,Swift,Not Ready,0,45555,2862,45555,30,20,20,100,248779,1899,3494,0,1,1,0.2667,0.2,0.0,0.0,60.6333,9.1333,4,0.0086,9,0.1,0.9,1.0,0.0,0.25,0.1,0.04,0.06,0.0,0.05,1,0,1,0,3,0.2667,0.5333,1.0,0.4,3,2.11,15245.99
SchildiChat_schildichat-android-next,SchildiChat,schildichat-android-next,Kotlin,Not Ready,0,298,36,298,30,20,6,100,128183,61,1016,0,1,1,0.1,0.1667,0.0,0.0,172.8667,18.9,8,0.0295,4,0.3,0.5,1.75,0.2143,0.1667,0.02,0.03,0.04,0.23,0.26,1,0,0,1,8,0.0,0.0,3.6667,4.0,2,3.08,4719.6
jupyter-lsp_jupyterlab-lsp,jupyter-lsp,jupyterlab-lsp,TypeScript,Needs Improvements,1,1995,157,1995,30,20,20,100,10106,226,2522,0,1,1,0.2,0.9,0.0667,0.0,573.9667,43.4333,6,0.0119,103,0.55,0.75,2.6,0.8889,0.2,0.0,0.12,0.02,0.71,0.0,1,1,1,0,3,0.3667,0.0333,29.9091,1.0,9,1.8,3033.87
nov_json-jwt,nov,json-jwt,Ruby,Not Ready,0,297,81,297,30,20,20,46,406,3,5416,15,1,1,0.2667,0.1,0.0,0.0,49.6333,7.6,4,0.0055,27,0.85,0.65,2.7,0.6667,0.5,0.1739,0.0652,0.0217,0.6304,0.0,1,0,0,1,5,0.3333,0.5667,49.2353,17.1,1,2.1957,2406.2826
trekhleb_javascript-algorithms,trekhleb,javascript-algorithms,JavaScript,Production Ready,1,196230,31046,196230,30,20,20,100,14956,402,3034,0,1,1,0.3667,0.3333,0.0333,0.1333,71.0333,9.1,11,0.0099,17,0.6,0.4,1.2,1.0,0.2,0.15,0.15,0.04,0.14,0.17,1,0,1,1,5,0.3,0.1667,104.5,6.0,1,2.94,25257.62
microsoft_terminal,microsoft,terminal,C++,Production Ready,1,103948,9410,103948,30,20,20,100,174073,1733,3258,0,1,1,0.3667,0.2667,0.0667,0.0667,430.7333,67.6667,12,0.0092,0,0.45,0.3,1.7,0.0,0.25,0.0,0.09,0.04,0.02,0.0,1,0,1,0,5,0.0,0.3333,0.7778,4.0,1,2.86,6133.73
pyted_okx,pyted,okx,Python,Not Ready,0,300,98,300,17,20,3,100,912,18,1255,2,0,1,0.0588,0.1176,0.0,0.1176,15.1176,1.7647,2,0.0135,488,0.3,0.35,2.5,1.0,0.0,0.59,0.0,0.03,0.02,0.0,0,0,0,1,4,0.1765,0.4118,31.5,0.0,2,2.03,13304.84
ventoy_Ventoy,ventoy,Ventoy,C,Not Ready,0,78009,4854,78009,30,20,20,100,219475,989,2316,0,1,1,0.2333,0.1,0.0333,0.0333,65.3,9.3,4,0.013,15,0.0,0.65,0.55,0.0,0.2,0.33,0.0,0.01,0.01,0.0,1,1,0,0,7,0.1,0.1,0.0,0.5,3,3.19,28206.47
raysan5_raylib,raysan5,raylib,C,Needs Improvements,1,33841,3196,33841,30,20,20,100,419538,21,4645,0,1,1,0.3,0.0667,0.0,0.0,56.9333,7.3,9,0.0065,0,0.85,0.95,1.65,0.0,0.7,0.17,0.04,0.04,0.02,0.23,1,0,1,0,5,0.4,0.0,1.9412,0.2857,1,1.67,32283.9
openclaw_openclaw-windows-node,openclaw,openclaw-windows-node,C#,Needs Improvements,1,1979,238,1979,30,20,20,100,29025,67,166,0,1,1,0.5,0.3667,0.0667,0.1333,427.3333,47.3,9,0.1807,0,0.5,0.7,1.5,0.0,0.55,0.0,0.53,0.05,0.1,0.17,1,0,0,1,4,0.0667,0.4,0.4,0.1818,1,1.39,32270.35
NVIDIA-Merlin_models,NVIDIA-Merlin,models,Python,Needs Improvements,1,300,55,300,30,20,20,100,118332,158,1897,5,1,1,0.5667,0.7667,0.1,0.2333,297.3333,39.0667,10,0.0158,809,0.1,0.6,1.25,1.0,0.65,0.03,0.29,0.03,0.02,0.24,1,0,1,0,4,0.1,0.2,23.0,7.6154,6,1.74,46434.2
Shemnei_punktf,Shemnei,punktf,Rust,Not Ready,0,300,9,300,30,20,20,100,895,13,1816,5,1,1,0.3,0.1667,0.0333,0.1,96.2,8.0,4,0.0165,629,0.7,0.6,1.7,0.8333,0.8,0.26,0.06,0.09,0.03,0.01,1,1,0,4,6,0.4,0.1667,91.6429,15.3125,2,2.73,3449.42
infiniflow_ragflow,infiniflow,ragflow,Go,Production Ready,1,85011,9912,85011,30,20,20,100,138627,2275,945,0,1,1,0.6,0.4,0.1,0.1,434.6,50.7333,15,0.0317,0,0.0,1.0,1.4,0.0,0.4,0.5,0.05,0.07,0.02,0.01,1,1,0,1,4,0.0,0.2,0.0,0.0,2,1.61,10115.13
ppwwyyxx_wechat-dump,ppwwyyxx,wechat-dump,Python,Needs Improvements,1,1999,70,1999,30,20,20,100,12287,13,4253,5,1,1,0.2667,0.2333,0.1,0.3,46.4667,6.8333,6,0.0071,141,0.8,0.5,1.8,1.0,0.65,0.25,0.03,0.08,0.02,0.11,0,0,0,1,11,0.1667,0.4333,146.875,43.3077,4,4.02,179822.62
MahApps_MahApps.Metro.IconPacks,MahApps,MahApps.Metro.IconPacks,C#,Needs Improvements,1,1949,220,1949,30,20,20,100,149420,14,3649,0,1,1,0.0667,0.1333,0.0,0.0,50.3333,7.7,2,0.0082,79,0.85,0.45,2.9,1.0,0.95,0.24,0.02,0.03,0.01,0.22,1,0,0,0,4,0.4,0.0,237.8235,0.0,1,1.88,680124.01
SGrondin_bottleneck,SGrondin,bottleneck,JavaScript,Not Ready,0,1997,94,1997,30,20,20,100,1589,88,4564,0,1,1,0.1333,0.1333,0.0333,0.1667,38.7667,5.5667,4,0.0066,2183,0.25,0.6,2.95,1.0,0.2,0.26,0.02,0.03,0.18,0.0,1,0,0,1,2,0.7,0.1333,82.0,2.25,3,1.04,8095.81
