repo_key,owner,repository,language,repository_quality_index,deployment_label,deployment_ready,repository_score,commit_activity_score,issue_activity_score,pr_activity_score,file_complexity_score,stars,forks,watchers,total_commits,total_issues,total_prs,total_files,size,open_issues,repository_age_days,last_update_days,has_license,has_description,popularity_score,bug_fix_ratio,feature_commit_ratio,refactor_commit_ratio,documentation_commit_ratio,average_commit_length,average_commit_words,author_diversity,commit_frequency,days_since_last_commit,closed_issue_ratio,bug_issue_ratio,average_issue_comments,stale_issue_ratio,merged_pr_ratio,average_changed_files,average_code_churn,source_code_ratio,documentation_ratio,config_ratio,test_ratio,binary_ratio,has_ci_cd,has_dockerfile,has_contributing_guide,dependency_file_count,max_directory_depth,weekend_commit_ratio,night_commit_ratio,average_issue_resolution_days,average_review_comments,average_merge_days,language_diversity,average_directory_depth,average_file_size
arimger_Unity-Editor-Toolbox,arimger,Unity-Editor-Toolbox,C#,36.74,Needs Improvements,1,36.74,27.8,45.25,59.65,26.55,1969,145,1969,30,20,20,100,6174,14,2528,0,1,1,1513.0,0.2333,0.1,0.1333,0.1,46.3333,6.1333,4,0.0119,93,0.8,0.65,2.75,0.25,1.0,0.0,0.0,0.4,0.01,0.02,0.01,0.0,1,0,0,0,6,0.3667,0.1,17.125,0.0,5.35,1,4.83,958.06
KaihuaTang_VQA2.0-Recent-Approachs-2018.pytorch,KaihuaTang,VQA2.0-Recent-Approachs-2018.pytorch,Python,36.71,Needs Improvements,1,36.71,27.07,46.73,45.0,38.77,300,56,300,30,11,1,26,19874,6,2759,82,1,1,239.0,0.1,0.2333,0.0,0.4333,30.1667,4.0667,4,0.0109,189,0.4545,0.0909,1.2727,1.0,1.0,0.0,0.0,0.6154,0.0769,0.0385,0.0,0.0385,0,0,0,0,1,0.1333,0.4667,162.6,0.0,181.0,2,0.2308,946954.8077
yob_pdf-reader,yob,pdf-reader,Ruby,36.7,Needs Improvements,1,36.7,31.67,26.25,60.39,34.45,1924,284,1924,30,20,20,100,27870,67,6615,0,1,1,1514.0,0.0667,0.3667,0.0,0.0,992.9667,91.5,1,0.0045,71,0.35,0.65,1.75,0.8462,0.9,0.0,0.0,0.5,0.01,0.02,0.03,0.0,0,0,0,1,4,1.0,0.0,328.5714,0.0,0.1111,2,2.43,9805.46
chiihero_Microsoft-Rewards-Script,chiihero,Microsoft-Rewards-Script,TypeScript,36.69,Needs Improvements,1,36.69,20.2,59.0,38.5,43.18,300,35,300,30,20,3,85,1513,1,397,0,1,1,233.75,0.2,0.0333,0.1,0.3333,74.9667,7.7,1,0.0756,12,0.95,0.35,1.5,0.0,0.6667,0.0,0.0,0.6353,0.0235,0.0588,0.0,0.0,1,1,0,1,4,0.0,0.3333,34.7895,0.0,11.5,3,1.9529,8964.3294
hadix-lin_ideavim_extension,hadix-lin,ideavim_extension,Kotlin,36.68,Needs Improvements,1,36.68,21.83,56.25,48.43,35.0,296,42,296,30,20,20,20,196,8,3385,12,1,1,232.5,0.0667,0.0,0.0,0.0667,40.9667,4.8333,8,0.0089,204,0.75,0.25,3.75,0.8,0.7,0.0,0.0,0.6,0.1,0.05,0.0,0.0,0,0,0,0,8,0.1333,0.4333,61.9333,0.0,3.0714,1,5.15,19969.55
traefik_traefik,traefik,traefik,Go,36.67,Needs Improvements,1,36.67,27.43,34.8,46.75,29.66,63985,6066,63985,30,20,20,100,159250,850,3956,0,1,1,49505.25,0.2,0.1,0.0,0.1,36.3,5.4333,12,0.0076,4,0.6,1.0,2.3,0.0,0.6,0.0,0.0,0.08,0.52,0.05,0.06,0.33,1,1,1,0,5,0.0,0.0,1.5,0.0,0.25,3,2.68,139664.33
holoviz_lumen,holoviz,lumen,Python,36.64,Needs Improvements,1,36.64,35.9,32.5,51.15,33.56,300,29,300,30,20,20,100,39011,187,2259,0,1,1,232.25,0.4667,0.2,0.0,0.0,58.0667,7.5667,5,0.0133,0,0.25,0.55,0.2,0.0,0.75,0.0,0.0,0.0,0.9,0.01,0.13,0.33,1,0,1,0,3,0.0,0.0,1.2,0.0,2.6,3,2.28,40380.05
antonioribeiro_health,antonioribeiro,health,PHP,36.63,Needs Improvements,1,36.63,23.36,38.5,53.75,40.35,1969,208,1969,30,20,20,100,4380,64,3516,5,1,1,1528.75,0.3333,0.0333,0.0333,0.0,41.5333,6.5333,3,0.0085,636,0.0,0.05,0.0,0.5,0.75,0.0,0.0,0.65,0.12,0.02,0.02,0.1,1,0,0,2,3,0.0,0.0,0.0,0.0,0.0,2,1.95,8464.36
izniburak_pdox,izniburak,pdox,PHP,36.62,Needs Improvements,1,36.62,38.57,54.9,34.1,29.67,299,99,299,30,20,20,15,196,19,4417,137,1,1,249.0,0.4667,0.2333,0.0333,0.0667,58.1667,8.4,6,0.0068,1578,0.65,0.1,1.9,1.0,0.5,0.0,0.0,0.2667,0.0667,0.0667,0.3333,0.0,1,0,0,1,1,0.3,0.3667,41.9231,0.0,8.4,1,0.5333,3814.4
ngVue_ngVue,ngVue,ngVue,JavaScript,36.55,Needs Improvements,1,36.55,30.07,40.15,44.83,39.58,300,59,300,30,20,20,71,1116,11,3621,125,1,1,239.75,0.1,0.2667,0.0333,0.0667,171.5333,12.5667,3,0.0083,977,0.65,0.6,2.15,1.0,0.6,0.0,0.0,0.3662,0.0845,0.0423,0.2535,0.0,1,0,0,1,3,0.0667,0.1333,202.0,0.0,2.1667,3,1.6056,6362.0845
fede1024_rust-rdkafka,fede1024,rust-rdkafka,Rust,36.55,Needs Improvements,1,36.55,53.83,22.35,23.0,43.84,1984,355,1984,30,20,20,78,15222,152,3544,0,1,1,1576.75,0.3667,0.4,0.0333,0.3,1024.4333,134.9,20,0.0085,29,0.1,0.75,1.35,0.9444,0.3,0.0,0.0,0.4615,0.0769,0.0641,0.2949,0.0,1,0,1,2,3,0.5667,0.0,0.5,0.0,10.5,3,1.2179,12231.8974
R44VC0RP_agenda.dev,R44VC0RP,agenda.dev,TypeScript,36.55,Needs Improvements,1,36.55,23.57,58.89,56.26,24.41,300,30,300,30,7,11,100,24320,3,449,27,0,1,232.5,0.1,0.2333,0.0667,0.0,48.3333,6.9,3,0.0668,430,0.5714,0.0,1.2857,1.0,0.8182,0.0,0.0,0.12,0.01,0.01,0.01,0.03,0,0,0,0,4,0.2333,0.4333,5.25,0.0,0.5556,3,1.67,11433.57
KronicDeth_intellij-elixir,KronicDeth,intellij-elixir,Kotlin,36.53,Needs Improvements,1,36.53,45.33,26.65,31.2,43.2,1898,164,1898,30,20,20,100,76564,642,4369,1,1,1,1464.5,0.5,0.4333,0.1333,0.1667,502.3667,63.8,1,0.0069,1,0.35,0.65,2.15,0.7692,0.55,0.0,0.0,0.74,0.04,0.03,0.02,0.0,1,0,1,0,6,0.3333,0.3333,69.5714,0.0,13.5455,2,3.63,25914.66
carlrobertoh_ProxyAI,carlrobertoh,ProxyAI,Kotlin,36.52,Needs Improvements,1,36.52,41.53,37.29,41.57,31.41,1924,390,1924,30,20,20,100,145249,336,1244,1,1,1,1540.5,0.4667,0.0667,0.3333,0.0667,93.8333,13.2,4,0.0241,47,0.35,0.45,0.65,0.3077,0.55,0.0,0.0,0.0,0.83,0.04,0.0,0.18,1,0,0,1,4,0.0,0.0333,3.8571,0.0,3.1818,3,2.81,52124.06
rtk-ai_rtk,rtk-ai,rtk,Rust,36.5,Needs Improvements,1,36.5,56.17,24.45,20.0,26.0,70892,4395,70892,30,20,20,100,5700,1585,172,0,1,1,54267.75,0.4667,0.3333,0.1667,0.2667,287.7667,36.6333,6,0.1744,5,0.2,0.8,0.45,0.0,0.0,0.0,0.0,0.02,0.26,0.04,0.05,0.0,1,0,1,1,4,0.1667,0.0,0.0,0.0,0.0,3,1.85,8386.86
coralproject_talk,coralproject,talk,TypeScript,36.49,Needs Improvements,1,36.49,21.9,36.55,55.56,41.2,1991,374,1991,30,20,20,100,82151,56,3542,6,1,1,1586.75,0.3,0.0667,0.0333,0.0667,56.3667,7.4,2,0.0085,6,0.2,0.3,0.55,0.875,0.8,0.0,0.0,0.54,0.04,0.05,0.06,0.0,1,1,1,1,6,0.0,0.0,3.0,0.0,0.4375,6,2.22,9603.62
emoacht_Wifinian,emoacht,Wifinian,C#,36.39,Needs Improvements,1,36.39,11.13,65.6,60.5,29.11,298,31,298,30,15,20,100,2070,3,3985,11,1,1,231.25,0.0333,0.1,0.0,0.1667,28.5333,3.8,1,0.0075,373,0.8667,0.0667,2.9333,1.0,0.9,0.0,0.0,0.26,0.01,0.03,0.41,0.08,0,0,0,0,4,0.4667,0.4333,88.8462,0.0,0.0,1,2.2,9857.74
mpv-player_mpv,mpv-player,mpv,C,36.38,Needs Improvements,1,36.38,46.0,28.25,46.67,19.9,35980,3419,35980,30,20,20,100,119959,1102,5022,0,1,1,27839.75,0.2667,0.2333,0.0,0.1,321.7667,48.0,9,0.006,4,0.4,1.0,3.5,0.0,0.6,0.0,0.0,0.0,0.78,0.02,0.0,0.0,1,0,0,0,2,0.1667,0.3333,1.25,0.0,0.3333,0,1.77,10328.31
rxhanson_Rectangle,rxhanson,Rectangle,Swift,36.38,Needs Improvements,1,36.38,53.67,26.9,50.5,11.12,29481,958,29481,30,20,20,100,3661,111,2579,0,1,1,22350.25,0.3667,0.4333,0.1333,0.0667,418.7667,59.9333,13,0.0116,0,0.25,0.65,2.2,0.3333,0.8,0.0,0.0,0.06,0.04,0.01,0.0,0.46,1,0,1,0,4,0.4,0.4667,5.8,0.0,5.5,1,3.27,11890.21
geph-official_geph-android,geph-official,geph-android,Kotlin,36.38,Needs Improvements,1,36.38,34.37,25.45,65.0,27.55,300,66,300,30,20,1,74,15403,24,3456,2,0,1,241.5,0.2667,0.2333,0.0667,0.0,123.6667,17.3667,2,0.0087,2,0.1,0.3,0.45,1.0,1.0,0.0,0.0,0.2432,0.0135,0.0676,0.0,0.2297,0,0,0,2,8,0.3667,0.4,19.5,0.0,0.0,3,4.0676,10473.0946
darryrzhong_Android-Compose-MVVM-App,darryrzhong,Android-Compose-MVVM-App,Kotlin,36.38,Needs Improvements,1,36.38,23.37,65.95,53.75,20.92,1857,468,1857,30,20,4,100,4705,0,2325,1,0,1,1509.75,0.0333,0.0,0.1667,0.1,121.1,13.2,2,0.0129,111,1.0,0.15,0.45,0.0,0.75,0.0,0.0,0.25,0.01,0.07,0.01,0.11,0,0,0,0,9,0.0,0.3,1760.35,0.0,0.0,1,3.67,2324.7
aws_aws-toolkit-vscode,aws,aws-toolkit-vscode,TypeScript,36.37,Needs Improvements,1,36.37,50.17,19.0,51.48,25.7,1997,815,1997,30,20,20,100,173932,963,2915,0,1,1,1701.5,0.5,0.2,0.0333,0.0667,171.7,20.0667,9,0.0103,4,0.2,0.65,0.5,0.0,0.75,0.0,0.0,0.07,0.37,0.03,0.15,0.2,1,1,1,0,3,0.0,0.0333,12.5,0.0,2.2667,2,1.36,28190.76
gkd-kit_gkd,gkd-kit,gkd,Kotlin,36.35,Needs Improvements,1,36.35,22.6,53.95,34.61,36.65,40202,1899,40202,30,20,20,100,4560,10,1106,0,1,1,30626.25,0.4333,0.0667,0.0,0.0,50.6667,6.6,2,0.0271,8,0.8,0.65,1.95,0.0,0.35,0.0,0.0,0.68,0.03,0.02,0.01,0.0,1,0,0,0,9,0.1667,0.3333,0.5,0.0,1.1429,1,6.24,5525.59
nodejs_node,nodejs,node,JavaScript,36.29,Needs Improvements,1,36.29,49.83,15.25,22.25,22.95,118344,36217,118344,30,20,20,100,1508704,2354,4247,0,1,1,97812.25,0.3667,0.2667,0.0333,0.1667,462.7,50.1333,14,0.0071,0,0.1,0.95,0.75,0.0,0.05,0.0,0.0,0.11,0.06,0.04,0.09,0.0,1,0,1,0,3,0.5,0.2667,1.0,0.0,0.0,2,1.4,6770.99
openinterpreter_openinterpreter,openinterpreter,openinterpreter,Rust,36.29,Needs Improvements,1,36.29,54.84,30.8,22.08,21.97,64842,5624,64842,30,20,20,100,228413,276,1096,0,1,1,50037.5,0.3667,0.4667,0.1,0.1667,777.6333,103.2333,16,0.0274,0,0.25,0.65,0.9,0.0,0.15,0.0,0.0,0.11,0.02,0.03,0.08,0.01,1,1,0,1,4,0.0333,0.3333,0.6,0.0,4.6667,2,2.24,12578.68
imcvampire_vue-axios,imcvampire,vue-axios,JavaScript,36.28,Needs Improvements,1,36.28,44.0,46.65,27.0,33.7,1999,175,1999,30,20,20,23,3358,11,3549,7,1,1,1543.0,0.0,0.6,0.0,0.0,368.4333,24.2667,4,0.0085,762,0.75,0.55,3.15,1.0,0.6,0.0,0.0,0.2609,0.1304,0.2609,0.0,0.0,1,0,0,2,3,0.2333,0.3333,10.2,0.0,98.9167,3,1.1739,34097.1304
0xdea_ghidra-scripts,0xdea,ghidra-scripts,Java,36.26,Needs Improvements,1,36.26,30.23,56.0,42.0,30.0,299,32,299,30,4,6,9,676,3,2013,1,1,1,232.25,0.0333,0.9,0.0,0.0333,48.2,8.2333,1,0.0149,163,0.75,0.5,1.0,1.0,0.6667,0.0,0.0,0.4444,0.2222,0.0,0.0,0.1111,0,0,0,0,1,0.0333,0.0,0.0,0.0,8.0,1,0.3333,66224.4444
AnswerOverflow_AnswerOverflow,AnswerOverflow,AnswerOverflow,TypeScript,36.25,Needs Improvements,1,36.25,36.0,43.0,44.66,29.95,1993,99,1993,30,20,20,100,53503,29,1406,0,1,1,1519.5,0.4333,0.1667,0.0667,0.0,185.6667,26.2667,1,0.0213,2,0.3,0.3,0.5,0.8571,0.55,0.0,0.0,0.23,0.02,0.06,0.25,0.0,1,1,1,2,5,0.0667,0.2333,0.5,0.0,0.0909,2,2.88,3266.2
UnderminersTeam_UndertaleModTool,UnderminersTeam,UndertaleModTool,C#,36.24,Needs Improvements,1,36.24,46.9,22.15,37.69,38.1,1947,343,1947,30,20,20,100,23417,317,2860,0,1,1,1546.0,0.4,0.4333,0.0667,0.0,155.3333,14.2333,6,0.0105,0,0.4,0.85,1.65,0.0,0.45,0.0,0.0,0.68,0.02,0.02,0.09,0.0,1,0,1,0,3,0.2667,0.2333,15.0,0.0,2.5556,1,1.9,14536.58
MisterBooo_LeetCodeAnimation,MisterBooo,LeetCodeAnimation,Java,36.2,Needs Improvements,1,36.2,34.57,42.05,31.5,24.55,76618,13900,76618,30,20,20,100,510338,21,2777,0,0,1,60938.5,0.3,0.1333,0.0,0.3,87.5333,7.9,5,0.0108,31,0.3,0.05,1.55,1.0,0.7,0.0,0.0,0.0,0.87,0.03,0.0,0.1,1,0,1,1,3,0.0333,0.4667,41.5,0.0,27.2857,1,1.97,56893.71
JuliusBrussee_caveman,JuliusBrussee,caveman,JavaScript,36.19,Needs Improvements,1,36.19,49.5,20.55,20.0,30.33,89261,5120,89261,30,20,20,100,2809,394,100,0,1,1,68225.75,0.6667,0.2,0.0333,0.2667,456.2,58.9667,3,0.3,10,0.05,0.65,0.05,0.0,0.0,0.0,0.0,0.22,0.19,0.05,0.0,0.09,1,0,1,2,5,0.0,0.0333,2.0,0.0,0.0,4,1.86,4607.15
sparkfun_Pro_Micro,sparkfun,Pro_Micro,C++,36.17,Needs Improvements,1,36.17,40.7,62.58,50.0,7.4,300,74,300,30,8,3,35,18884,3,4794,9,1,1,243.5,0.0333,0.3333,0.0,0.2,109.2333,16.3667,7,0.0063,1488,0.75,0.25,1.75,1.0,0.6667,0.0,0.0,0.0,0.0286,0.0571,0.0,0.2,0,0,0,0,3,0.0,0.5333,1.6667,0.0,0.0,0,1.9714,697233.0571
keajs_kea,keajs,kea,JavaScript,36.14,Needs Improvements,1,36.14,10.77,46.7,58.94,42.23,1994,51,1994,30,20,20,90,7736,7,3759,8,1,1,1508.25,0.1,0.1,0.0,0.0333,22.7667,3.4333,1,0.008,333,0.75,0.5,1.7,1.0,0.9,0.0,0.0,0.3889,0.0444,0.0222,0.4,0.0333,1,0,1,1,3,0.1667,0.0667,172.2667,0.0,1.5556,3,1.5,10326.7
NanowarOfSteel_HelloWorld,NanowarOfSteel,HelloWorld,Java,36.13,Needs Improvements,1,36.13,44.73,40.55,44.75,21.77,1998,94,1998,30,20,20,13,1295,22,622,4,0,0,1522.0,0.3333,0.3333,0.0,0.6333,70.2,10.0667,11,0.0482,557,0.2,0.25,1.55,1.0,0.6,0.0,0.0,0.1538,0.0769,0.2308,0.0769,0.0769,1,1,0,1,7,0.2,0.1,1.5,0.0,2.25,1,1.7692,28533.2308
files-community_Files,files-community,Files,C#,36.12,Needs Improvements,1,36.12,38.7,34.79,35.32,29.92,44296,2789,44296,30,20,20,100,279692,481,2747,0,1,1,33919.25,0.1667,0.5333,0.0333,0.0,82.3667,9.2,6,0.0109,0,0.55,0.95,1.65,0.0,0.35,0.0,0.0,0.5,0.04,0.03,0.0,0.06,1,0,1,0,3,0.1333,0.1,0.3636,0.0,0.4286,1,2.17,17790.17
dotnet_dotNext,dotnet,dotNext,C#,36.1,Needs Improvements,1,36.1,17.77,64.95,36.5,40.92,1950,155,1950,30,20,20,100,71950,0,2768,1,1,1,1501.25,0.2333,0.1,0.0667,0.0,49.2667,7.1,1,0.0108,1,1.0,0.35,5.45,0.0,0.7,0.0,0.0,0.8,0.04,0.02,0.01,0.01,1,0,1,0,4,0.7,0.1667,16.4,0.0,15.0,1,2.72,7425.52
ggml-org_llama.cpp,ggml-org,llama.cpp,C++,36.07,Needs Improvements,1,36.07,62.17,13.4,20.0,12.8,120296,20562,120296,30,20,20,100,418681,1850,1221,0,1,1,95362.5,0.4667,0.6667,0.2333,0.1,411.5333,59.0333,27,0.0246,0,0.05,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,1,0,0,0,3,0.5,0.2,0.0,0.0,0.0,1,1.79,3858.33
moby_moby,moby,moby,Go,36.07,Needs Improvements,1,36.07,42.5,20.4,43.48,20.95,71911,19109,71911,30,20,20,100,265612,3816,4924,0,1,1,58710.5,0.2,0.1667,0.0333,0.2667,237.0333,25.6667,4,0.0061,0,0.15,0.9,2.4,0.0,0.55,0.0,0.0,0.01,0.48,0.06,0.04,0.0,1,1,1,0,3,0.0,0.0,1.0,0.0,1.2727,1,1.49,88670.74
cbeust_klaxon,cbeust,klaxon,Kotlin,36.06,Needs Improvements,1,36.06,34.53,19.8,51.29,41.01,1862,123,1862,30,20,20,100,8840,95,4831,9,1,1,1427.25,0.2333,0.2,0.0,0.2333,63.1667,8.5333,9,0.0062,159,0.15,0.55,0.3,1.0,0.7,0.0,0.0,0.36,0.01,0.01,0.42,0.03,1,0,0,0,8,0.0333,0.1333,18.6667,0.0,0.2143,3,5.63,3272.41
michel-kraemer_bson4jackson,michel-kraemer,bson4jackson,Java,36.06,Needs Improvements,1,36.06,29.0,64.9,28.25,36.0,299,85,299,30,20,20,63,1110,3,5788,30,1,1,245.5,0.1667,0.1667,0.0,0.1333,44.4,6.0,5,0.0052,31,1.0,0.25,2.4,0.0,0.2,0.0,0.0,0.5397,0.0317,0.0317,0.2222,0.0159,1,0,1,1,7,0.1667,0.0,51.4,0.0,0.75,1,5.3492,5709.9048
igraph_igraph,igraph,igraph,C,36.05,Needs Improvements,1,36.05,43.67,48.98,39.81,20.99,1993,446,1993,30,20,20,100,138146,277,4880,0,1,1,1606.25,0.2667,0.3,0.1333,0.0333,153.9667,15.0,7,0.0061,12,0.6,0.55,4.65,0.75,0.45,0.0,0.0,0.02,0.03,0.04,0.0,0.07,1,0,1,0,2,0.1667,0.0333,3.1667,0.0,0.4444,3,1.01,7577.96
nguyenphuc22_Design-Patterns,nguyenphuc22,Design-Patterns,Java,36.03,Needs Improvements,1,36.03,26.43,50.0,65.0,18.22,300,111,300,30,8,4,100,5377,0,1871,1,1,1,252.75,0.1,0.2,0.1667,0.4333,58.8667,7.6,2,0.016,180,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46,0.02,0.0,0.11,1,0,1,1,3,0.4,0.6,0.0,0.0,0.0,1,1.75,28337.76
marcoroth_stimulus-lsp,marcoroth,stimulus-lsp,TypeScript,36.03,Needs Improvements,1,36.03,52.67,17.3,40.6,32.44,300,20,300,30,20,20,56,3442,100,1847,21,1,1,230.0,0.4,0.9333,0.0,0.0,789.5667,44.4333,2,0.0162,21,0.1,0.6,1.3,0.7778,0.5,0.0,0.0,0.4464,0.0357,0.0714,0.0,0.0536,1,0,0,3,3,0.3333,0.1,325.0,0.0,1.9,2,1.375,20923.7679
fulldecent_FDSoundActivatedRecorder,fulldecent,FDSoundActivatedRecorder,Swift,35.98,Needs Improvements,1,35.98,24.07,64.35,45.0,27.48,298,66,298,30,20,9,21,642,0,4586,8,1,1,240.0,0.1333,0.0667,0.0,0.1,33.0,4.0667,6,0.0065,69,1.0,0.25,1.85,0.0,1.0,0.0,0.0,0.2381,0.1905,0.0476,0.1905,0.0,1,0,1,0,4,0.1,0.6333,294.6,0.0,20.0,1,1.7619,2904.7619
neoblackxt_AnyWebView,neoblackxt,AnyWebView,Java,35.96,Needs Improvements,1,35.96,31.41,58.44,52.08,17.68,300,18,300,29,18,4,28,697,4,2520,13,1,1,229.5,0.2069,0.2069,0.0,0.2069,43.6207,6.069,5,0.0115,575,0.7778,0.1667,2.3333,0.75,0.75,0.0,0.0,0.1071,0.0714,0.1429,0.0,0.0714,1,0,0,2,7,0.3793,0.2759,251.7857,0.0,1.6667,1,1.8571,17746.9643
dotnet_maui,dotnet,maui,C#,35.93,Needs Improvements,1,35.93,77.0,17.95,24.5,13.5,23283,1960,23283,30,20,20,100,1431076,3951,2257,0,1,1,17952.25,0.9,0.8333,0.2667,0.3333,4987.0,607.8,8,0.0133,3,0.15,0.95,0.45,0.0,0.1,0.0,0.0,0.0,0.06,0.02,0.22,0.0,0,0,1,0,3,0.1333,0.1,0.0,0.0,0.0,0,1.96,13741.51
topjohnwu_Magisk,topjohnwu,Magisk,Kotlin,35.9,Needs Improvements,1,35.9,30.33,41.17,20.0,41.3,61673,17965,61673,30,20,20,100,62754,71,3595,0,1,1,50746.0,0.2,0.2,0.0333,0.0333,43.6667,6.5,7,0.0083,82,0.6,0.8,1.5,0.0,0.0,0.0,0.0,0.71,0.01,0.03,0.0,0.0,1,0,0,0,10,0.1,0.1333,0.3333,0.0,0.0,2,7.57,5632.52
EgeBalci_sgn,EgeBalci,sgn,Go,35.89,Needs Improvements,1,35.89,33.27,53.55,37.5,30.42,1985,247,1985,30,20,6,26,895,2,2448,0,1,1,1550.5,0.3333,0.1667,0.1667,0.1333,99.7667,13.4333,2,0.0123,73,0.9,0.5,2.55,1.0,0.8333,0.0,0.0,0.3462,0.0769,0.1154,0.0769,0.1923,1,1,0,1,2,0.1667,0.1333,31.0,0.0,22.0,2,0.6923,40549.6923
Azure-Samples_aks-store-demo,Azure-Samples,aks-store-demo,TypeScript,35.87,Needs Improvements,1,35.87,40.5,44.1,55.43,14.44,300,779,300,30,20,20,100,10726,2,1137,0,1,1,419.75,0.0667,0.4667,0.1667,0.1333,407.7333,30.9333,2,0.0264,0,1.0,0.9,1.1,0.0,0.85,0.0,0.0,0.0,0.06,0.05,0.06,0.02,1,1,1,0,3,0.0333,0.5667,266.15,0.0,2.8235,1,1.57,7859.28
ZJULearning_efanna,ZJULearning,efanna,C++,35.85,Needs Improvements,1,35.85,26.73,54.43,65.0,14.25,299,59,299,30,7,1,32,669,1,3602,40,1,1,239.0,0.2,0.0,0.0,0.4667,19.4667,3.0667,5,0.0083,42,0.8571,0.4286,3.0,1.0,1.0,0.0,0.0,0.0,0.125,0.0625,0.0,0.0312,0,0,0,0,2,0.2667,0.4667,341.5,0.0,0.0,1,0.9062,12260.4375
halilozercan_madewithcompose,halilozercan,madewithcompose,Kotlin,35.81,Needs Improvements,1,35.81,25.4,37.0,65.0,27.29,297,14,297,25,2,2,100,303,1,1875,13,0,1,226.25,0.08,0.32,0.08,0.24,56.04,7.8,2,0.0133,1009,0.5,0.5,2.0,1.0,1.0,0.0,0.0,0.4,0.01,0.09,0.02,0.02,0,0,0,0,9,0.32,0.2,25.0,0.0,0.0,1,4.76,3181.29
intave_intave,intave,intave,Java,35.73,Needs Improvements,1,35.73,43.37,34.0,44.48,26.8,300,101,300,30,20,20,100,816647,39,84,0,1,1,250.25,0.6667,0.1,0.2667,0.0,70.5667,9.0333,6,0.3571,4,0.35,0.6,2.0,0.0,0.55,0.0,0.0,0.44,0.12,0.02,0.01,0.35,1,0,1,0,9,0.5,0.4,4.0,0.0,0.2727,1,4.08,7176770.73
ofek_pyapp,ofek,pyapp,Rust,35.71,Needs Improvements,1,35.71,40.27,35.95,30.75,39.75,1998,61,1998,30,20,20,64,2512,32,1163,0,0,1,1513.75,0.0667,0.2,0.0,0.1,237.2667,18.9333,6,0.0258,18,0.3,0.35,1.45,1.0,0.4,0.0,0.0,0.4219,0.2656,0.0625,0.0312,0.0312,1,0,0,1,4,0.4667,0.1667,7.0,0.0,7.25,3,1.7031,8360.1094
Lora-net_LoRaMac-node,Lora-net,LoRaMac-node,C,35.69,Needs Improvements,1,35.69,53.16,35.48,26.75,29.46,1984,1108,1984,30,20,20,100,27302,62,4548,0,1,1,1765.0,0.7333,0.3333,0.0333,0.0,117.8667,16.3333,7,0.0066,889,0.3,0.55,0.65,0.9286,0.15,0.0,0.0,0.41,0.03,0.07,0.11,0.03,0,0,0,0,6,0.0,0.0,0.6667,0.0,0.0,1,3.47,11714.56
rantly-rb_rantly,rantly-rb,rantly,Ruby,35.63,Needs Improvements,1,35.63,35.4,51.35,42.75,24.74,294,22,294,30,20,20,58,7655,10,4024,47,1,1,226.0,0.2667,0.2333,0.0667,0.0,66.7333,9.4,8,0.0075,386,0.65,0.25,2.85,1.0,0.95,0.0,0.0,0.1379,0.0862,0.0345,0.2241,0.2759,1,0,0,1,3,0.3333,0.3,156.2308,0.0,40.9474,2,1.1207,140421.6207
tilltue_TLPhotoPicker,tilltue,TLPhotoPicker,Swift,35.6,Needs Improvements,1,35.6,48.97,43.9,37.2,19.34,1898,386,1898,30,20,20,100,85450,41,3353,1,1,1,1520.0,0.4333,0.1667,0.0333,0.1667,155.0333,19.8,10,0.0089,27,0.65,0.45,1.4,1.0,0.55,0.0,0.0,0.14,0.02,0.01,0.03,0.32,1,0,0,0,4,0.0667,0.2,460.3077,0.0,7.5455,2,2.74,425966.89
ranile_gloo,ranile,gloo,Rust,35.6,Needs Improvements,1,35.6,53.17,38.7,17.25,34.9,1994,165,1994,30,20,20,100,2408,68,2699,0,1,1,1536.75,0.3667,0.4667,0.0333,0.1,336.3667,37.0,11,0.0111,59,0.75,0.75,1.2,0.8,0.2,0.0,0.0,0.46,0.12,0.14,0.18,0.0,1,0,1,11,4,0.0667,0.1,237.8667,0.0,11.75,1,2.52,3825.17
SharpAdb_AdvancedSharpAdbClient,SharpAdb,AdvancedSharpAdbClient,C#,35.6,Needs Improvements,1,35.6,34.97,34.7,49.5,30.7,299,69,299,30,20,20,100,6466,26,1751,3,1,1,241.5,0.3,0.5667,0.0,0.0333,84.4333,11.3,2,0.0171,35,0.45,0.55,3.2,1.0,0.8,0.0,0.0,0.0,0.0,0.01,0.93,0.0,1,0,0,0,3,0.2,0.4333,28.6667,0.0,6.5,1,1.9,12202.16
not-an-aardvark_lucky-commit,not-an-aardvark,lucky-commit,Rust,35.56,Needs Improvements,1,35.56,32.03,54.0,42.42,26.17,1964,37,1964,30,20,16,12,285,0,3799,0,1,1,1482.25,0.2333,0.1333,0.0,0.0667,71.6,9.0333,6,0.0079,438,1.0,0.65,3.5,0.0,0.5625,0.0,0.0,0.25,0.0833,0.25,0.0833,0.0,1,0,0,1,2,0.3667,0.6333,27.25,0.0,2.8889,1,0.6667,9723.1667
